Time,Stage,Stage Time,Mach Number,Angle of Attack,CD,CL,Thrust,Weight,Drag,Lift,CG,CP,Stability Margin,Accel,Accel-V,Accel-H,Velocity,Vel-V,Vel-H,Pitch Attitude,Flight Path Angle,Altitude,Distance
0,S,0,0,0,0,0,0,61.16,0,0,61.1,69.88274,1.531429,0,0,0,0,0,0,84,84,0,0
0.010,S,0.010,0.010,0,0.3349482,0,797.0903,61.16,0,0,61.08737,69.88274,1.533631,387.336403192622,384.848473611121,43.8308293029849,23.5375696674043,3.848485,0.4383083,84,84,0.01924242,0.002191541
0.02,S,0.02,0.02078422,0,0.3298107,0,1510.21,61.14202,0.03497063,0,61.07474,69.88274,1.535833,762.69028053734,758.153269335905,83.0667455809247,26.6292936331836,11.43002,1.268976,84,84,0.09563495,0.01072796
0.03,S,0.03,0.02351429,0,0.3279744,0,1512.113,61.08828,0.04451168,0,61.06211,69.88274,1.538036,764.386668701867,759.840380869375,83.2440681936026,31.3255572436929,19.02842,2.101417,84,84,0.2479272,0.02757993
0.04,S,0.04,0.02766122,0,0.3246666,0,1514.016,61.01993,0.06097448,0,61.04948,69.88274,1.540238,766.273466292844,761.716860504904,83.4412941354756,37.0326940099851,26.64559,2.93583,84,84,0.4762972,0.05276617
0.05,S,0.05,0.03270078,0,0.3203927,0,1515.201,60.9515,0.08409365,0,61.03685,69.88274,1.54244,767.782756552591,763.217897142216,83.5990594523001,43.3600962998339,34.27777,3.771821,84,84,0.7809139,0.08630443
0.05999999,S,0.05999999,0.03828807,0,0.315736,0,1509.916,60.88297,0.1136085,0,61.02422,69.88274,1.544642,765.874542868583,761.320118598049,83.3995949151604,50.0497128034659,41.89097,4.605817,84,84,1.161758,0.1281926
0.06999999,S,0.06999999,0.04419523,0,0.3110949,0,1504.632,60.81456,0.1491412,0,61.01159,69.88274,1.546845,763.957519056397,759.413578016048,83.1992094173304,56.9663186543868,49.4851,5.437809,84,84,1.618638,0.1784107
0.07999999,S,0.07999999,0.05030286,0,0.3106642,0,1499.347,60.74638,0.1929407,0,60.99896,69.88274,1.549047,762.028756075559,757.495362375132,82.9975967497311,64.0294376281859,57.06005,6.267785,84,84,2.151364,0.2369387
0.08999999,S,0.08999999,0.05653989,0,0.3106191,0,1494.063,60.67845,0.2437122,0,60.98633,69.88274,1.551249,760.088986203845,755.566199923275,82.7948336666644,71.1891889058684,64.61572,7.095733,84,84,2.759743,0.3037563
0.09999999,S,0.09999999,0.06286229,0,0.3102838,0,1488.779,60.61075,0.3009328,0,60.9737,69.88274,1.553451,758.138295384567,753.626176154582,82.590928940407,78.4133568324892,72.15199,7.921642,84,84,3.443581,0.3788432
0.11,S,0.11,0.06924162,0,0.3097649,0,1487.669,60.5433,0.3644908,0,60.96107,69.88274,1.555653,758.394898829961,753.881376418014,82.6177514907479,85.7017221275176,79.6908,8.747819,84,84,4.202795,0.4621905
0.12,S,0.12,0.07567768,0,0.3091295,0,1488.348,60.47602,0.4344948,0,60.94844,69.88274,1.557856,759.598116851298,755.078014823104,82.7435233407282,93.049009269601,87.24158,9.575254,84,84,5.037457,0.5538058
0.13,S,0.13,0.08216583,0,0.3084216,0,1489.026,60.40871,0.5110027,0,60.93581,69.88274,1.560058,760.800869806075,756.274190690127,82.8692463684424,100.445010449758,94.80432,10.40395,84,84,5.947686,0.6537018
0.14,S,0.14,0.08869705,0,0.3076711,0,1489.706,60.34138,0.5940011,0,60.92318,69.88274,1.56226,762.003311727052,757.470057163124,82.994937100334,107.882230774267,102.379,11.2339,84,84,6.933603,0.7618911
0.15,S,0.15,0.09526474,0,0.3068982,0,1490.385,60.27402,0.6834803,0,60.91055,69.88274,1.564462,763.205467252754,758.665638792502,83.1205976882972,115.355154763066,109.9657,12.06511,84,84,7.995326,0.8783861
0.16,S,0.16,0.101864,0,0.3061166,0,1491.064,60.20663,0.7794349,0,60.89792,69.88274,1.566665,764.407437249762,759.86103584686,83.246239101146,122.859401906072,117.5643,12.89757,84,84,9.132977,1.0032
0.17,S,0.17,0.108491,0,0.3053356,0,1491.744,60.13921,0.8818599,0,60.88529,69.88274,1.568867,765.609062911446,761.056090434831,83.3718443132506,130.391767709904,125.1749,13.73129,84,84,10.34667,1.136344
0.18,S,0.18,0.115143,0,0.3045616,0,1492.424,60.07176,0.9907542,0,60.87266,69.88274,1.571069,766.810377803108,762.250835891672,83.4974172594111,137.949556021805,132.7974,14.56626,84,84,11.63653,1.277832
0.19,S,0.19,0.1218174,0,0.3037988,0,1493.104,60.00428,1.106119,0,60.86003,69.88274,1.573271,768.011531960341,763.445421479304,83.6229731973133,145.53079622194,140.4319,15.40249,84,84,13.00268,1.427675
0.2,S,0.2,0.1285127,0,0.3030454,0,1493.784,59.93676,1.227936,0,60.8474,69.88274,1.575474,769.212336880357,764.639659702732,83.7484926349693,153.133721721373,148.0783,16.23997,84,84,14.44523,1.585888
0.21,S,0.21,0.1352272,0,0.3023125,0,1494.464,59.86921,1.356247,0,60.83477,69.88274,1.577676,770.412903065406,765.833660460108,83.8739871231718,160.756976184872,155.7366,17.07871,84,84,15.9643,1.752481
0.22,S,0.22,0.1419598,7.986563,0.3015964,0,1495.145,59.80164,1.491037,0,60.82214,69.88274,1.579878,771.613302319618,767.0275,83.99942,168.399534766578,163.4069,17.9187,84,83.74212,17.59837,1.927468
0.23,S,0.23,0.1487095,7.634429,0.4869576,1.262505,1495.826,59.73403,2.641653,7.485296,60.80951,69.88274,1.58208,772.279068413412,768.0831,80.39472,176.050218251178,171.0877,18.72265,83.99815,83.7548,19.30925,2.110675
0.24,S,0.24,0.1554666,7.306775,0.4702711,1.208042,1496.506,59.66639,2.78807,7.799569,60.79688,69.88274,1.584282,773.478949356463,769.2917,80.37391,183.718659544076,178.7806,19.52639,83.99252,83.76687,21.09706,2.30192
0.25,S,0.25,0.1622394,7.000329,0.4553566,1.157226,1497.188,59.59872,2.939806,8.109265,60.78426,69.88274,1.586485,774.679188716731,770.4949,80.40805,191.404207322329,186.4855,20.33047,83.983,83.77824,22.96191,2.501204
0.26,S,0.26,0.1690274,6.712297,0.4419423,1.109583,1497.869,59.53102,3.096751,8.413328,60.77163,69.88274,1.588687,775.879720696414,771.6924,80.49957,199.106406181606,194.2024,21.13547,83.96947,83.78882,24.90393,2.708534
0.27,S,0.27,0.1758303,6.440272,0.4298068,1.064703,1498.55,59.46329,3.258803,8.7106,60.759,69.88274,1.590889,777.080609821894,772.884,80.65108,206.824779629322,201.9312,21.94198,83.95179,83.79853,26.92325,2.923921
0.28,S,0.28,0.1826477,6.182194,0.418768,1.022233,1499.232,59.39553,3.425851,8.999812,60.74636,69.88274,1.593091,778.281941911231,774.0695,80.86526,214.559018292855,209.6719,22.75063,83.92987,83.8073,29.01997,3.147384
0.29,S,0.29,0.1894791,5.93628,0.4086755,0.9818659,1499.913,59.32774,3.597797,9.279613,60.73373,69.88274,1.595294,779.483796954796,775.2487,81.14458,222.308771267846,217.4244,23.56207,83.90361,83.81505,31.19421,3.378948
0.3,S,0.3,0.1963245,5.700976,0.3994055,0.9433375,1500.595,59.25991,3.774553,9.548593,60.7211,69.88274,1.597496,780.685972377902,776.4211,81.49149,230.073735662775,225.1886,24.37699,83.87291,83.82171,33.44609,3.618643
0.31,S,0.31,0.2031834,5.47492,0.3908539,0.9064147,1501.277,59.19206,3.956028,9.80523,60.70848,69.88274,1.599698,781.888785873433,777.5867,81.90847,237.853741323546,232.9645,25.19607,83.83768,83.82722,35.77574,3.866508
0.32,S,0.32,0.2100557,5.256937,0.3829332,0.8708917,1501.96,59.12418,4.14215,10.04789,60.69585,69.88274,1.6019,783.092075580619,778.745,82.39796,245.648462459453,240.7519,26.02005,83.79784,83.83151,38.18326,4.122589
0.33,S,0.33,0.2169413,5.045972,0.3755709,0.8365918,1502.642,59.05626,4.332848,10.27493,60.68322,69.88274,1.604102,784.295982907581,779.8958,82.96222,253.45789218119,248.5509,26.84967,83.75333,83.83454,40.66877,4.386938
0.3399999,S,0.3399999,0.2238399,4.841125,0.3687046,0.8033548,1503.325,58.98831,4.528076,10.48453,60.67059,69.88274,1.606305,785.500385073647,781.0386,83.60359,261.281758534994,256.3613,27.68571,83.70409,83.83624,43.23238,4.659615
0.3499999,S,0.3499999,0.2307515,4.641597,0.362283,0.771044,1504.007,58.92033,4.727794,10.67488,60.65796,69.88274,1.608507,786.705457634217,782.1732,84.32415,269.119905007771,264.183,28.52895,83.65006,83.83655,45.87421,4.940688
0.3599999,S,0.3599999,0.2376759,4.446681,0.356262,0.7395378,1504.69,58.85233,4.931982,10.8441,60.64533,69.88274,1.610709,787.911292863118,783.2993,85.12586,276.972297505133,272.016,29.38021,83.59123,83.83543,48.59437,5.230234
0.3699999,S,0.3699999,0.2446131,4.255769,0.3506045,0.7087281,1505.373,58.78429,5.140645,10.9902,60.6327,69.88274,1.612911,789.11771432375,784.4163,86.01067,284.838817483009,279.8602,30.24032,83.52757,83.83282,51.39297,5.528337
0.3799999,S,0.3799999,0.2515629,4.068324,0.3453057,0.67852,1506.057,58.71622,5.354211,11.11114,60.62007,69.88274,1.615113,790.32464227894,785.5237,86.98021,292.719262989108,287.7154,31.11012,83.45906,83.8287,54.27013,5.835089
0.3899999,S,0.3899999,0.2585252,3.883873,0.3404043,0.6488268,1506.854,58.64812,5.573863,11.20486,60.60744,69.88274,1.617316,791.593733651344,786.6823,88.04316,300.614245891106,295.5822,31.99055,83.38572,83.82298,57.22595,6.150592
0.3999999,S,0.3999999,0.2655006,3.702015,0.3357864,0.6195834,1507.726,58.57999,5.798358,11.2694,60.59481,69.88274,1.619518,792.905024419055,787.8718,89.19868,308.524090473726,303.4609,32.88253,83.30758,83.81565,60.26056,6.474957
0.4099999,S,0.4099999,0.2724893,3.522409,0.3314333,0.5907279,1508.599,58.51182,6.027822,11.30265,60.58218,69.88274,1.62172,794.217321447136,789.0508,90.44329,316.448730691134,311.3514,33.78696,83.22466,83.80666,63.37408,6.808305
0.4199999,S,0.4199999,0.2794914,3.344777,0.3273295,0.5622085,1509.472,58.44361,6.26239,11.30253,60.56955,69.88274,1.623922,795.53060184569,790.2188,91.77792,324.388108188782,319.2536,34.70474,83.13705,83.79597,66.56661,7.150764
0.4299999,S,0.4299999,0.2865066,3.168883,0.323462,0.5339824,1510.345,58.37536,6.502236,11.26698,60.55692,69.88274,1.626125,796.845036941499,791.3755,93.20317,332.342172422186,327.1674,35.63677,83.0448,83.78355,69.83829,7.502471
0.4399998,S,0.4399998,0.293535,2.994549,0.3198201,0.5060136,1511.218,58.30708,6.74756,11.19396,60.54429,69.88274,1.628327,798.160507875211,792.5203,94.71943,340.310782043449,335.0926,36.58396,82.94802,83.76937,73.18922,7.863575
0.4499998,S,0.4499998,0.3005766,2.821628,0.3163951,0.4782757,1512.092,58.23875,6.998589,11.08152,60.53166,69.88274,1.630529,799.476872169494,793.6526,96.32663,348.293900044774,343.0291,37.54723,82.84682,83.7534,76.61951,8.23423
0.4599998,S,0.4599998,0.3076311,2.650019,0.3131795,0.4507459,1512.965,58.17038,7.25559,10.92774,60.51903,69.88274,1.632731,800.79430016895,794.7721,98.02459,356.291494430275,350.9768,38.52748,82.74135,83.7356,80.12927,8.614604
0.4699998,S,0.4699998,0.3146988,2.479667,0.3101672,0.4234102,1513.839,58.10197,7.518861,10.73083,60.5064,69.88274,1.634934,802.112835373924,795.8784,99.81269,364.303536705256,358.9356,39.52561,82.63175,83.71597,83.71863,9.004869
0.4799998,S,0.4799998,0.3217794,2.310544,0.3073532,0.3962605,1514.713,58.03353,7.78872,10.4891,60.49377,69.88274,1.637136,803.432479838381,796.9711,101.6898,372.32990385594,366.9053,40.54251,82.5182,83.69448,87.38768,9.40521
0.4899998,S,0.4899998,0.3288729,2.142672,0.3047332,0.3692936,1515.587,57.96505,8.065524,10.201,60.48114,69.88274,1.639338,804.753030538761,798.0496,103.6546,380.370575275091,374.8858,41.57906,82.40092,83.67112,91.13654,9.815819
0.4999998,S,0.4999998,0.3359794,1.976092,0.3023034,0.3425141,1516.461,57.89652,8.349657,9.865197,60.46851,69.88274,1.64154,806.074905428776,799.114,105.7051,388.425530329445,382.877,42.63611,82.28013,83.64587,94.96531,10.23689
0.5099998,S,0.5099998,0.3430987,1.810887,0.3000606,0.3159297,1517.336,57.82796,8.641512,9.48048,60.45588,69.88274,1.643742,807.397595149534,800.1635,107.839,396.494653629177,390.8787,43.7145,82.15606,83.61875,98.8741,10.66865
0.5199998,S,0.5199998,0.3502308,1.647173,0.2980015,0.2895546,1518.21,57.75936,8.94151,9.04591,60.44325,69.88274,1.645945,808.721132305426,801.1979,110.0536,404.577828404594,398.8907,44.81504,82.02898,83.58974,102.863,11.1113
0.5299998,S,0.5299998,0.3573757,1.485092,0.2961232,0.2634084,1519.085,57.69072,9.250088,8.56082,60.43062,69.88274,1.648147,810.045857160025,802.2174,112.3456,412.675035794856,406.9129,45.9385,81.89922,83.55885,106.9321,11.56506
0.5399998,S,0.5399998,0.3645332,1.32482,0.2944223,0.2375145,1519.96,57.62204,9.56769,8.024778,60.41799,69.88274,1.650349,811.371515283905,803.2217,114.7111,420.786157052314,414.9451,47.08561,81.76706,83.52609,111.0816,12.03018
0.5499998,S,0.5499998,0.3717033,1.16655,0.2928955,0.2119026,1520.835,57.55332,9.894761,7.437734,60.40536,69.88274,1.652551,812.697954361262,804.2107,117.1457,428.911170114496,422.9872,48.25706,81.63285,83.49148,115.3115,12.5069
0.5599998,S,0.5599998,0.378886,1.010502,0.2915387,0.1866039,1521.711,57.48456,10.23173,6.799882,60.39273,69.88274,1.654754,814.025439644935,805.1848,119.6447,437.050052270004,431.0391,49.45351,81.49695,83.45502,119.6219,12.99545
0.5699998,S,0.5699998,0.3860812,0.8569306,0.2903475,0.1616545,1522.586,57.41576,10.57905,6.111801,60.3801,69.88274,1.656956,815.353581554634,806.1439,122.2026,445.202576561361,439.1005,50.67554,81.35974,83.41676,124.0129,13.4961
0.5799997,S,0.5799997,0.3932888,0.706103,0.289317,0.1370964,1523.462,57.34692,10.93709,5.37455,60.36747,69.88274,1.659158,816.682636967739,807.0887,124.8133,453.368807411382,447.1714,51.92368,81.22164,83.37672,128.4846,14.00909
0.5899997,S,0.5899997,0.4005088,0.5583029,0.2884414,0.1129729,1524.338,57.27805,11.30627,4.589522,60.35484,69.88274,1.66136,818.012356420372,808.0195,127.4704,461.548604915618,455.2516,53.19838,81.08305,83.33493,133.0371,14.5347
0.5999997,S,0.5999997,0.4077412,0.4138443,0.2877142,0.08933015,1525.214,57.20913,11.6869,3.758543,60.34221,69.88274,1.663563,819.342604777666,808.9369,130.1668,469.741826381281,463.3409,54.50005,80.94441,83.29146,137.6705,15.07319
0.6099997,S,0.6099997,0.4149857,0.2730413,0.2871282,0.06621914,1526.09,57.14017,12.07928,2.883982,60.32958,69.88274,1.665765,820.673445582164,809.8419,132.8947,477.948513422893,471.4393,55.82899,80.80619,83.24635,142.3849,15.62484
0.6199997,S,0.6199997,0.4222426,0.1362311,0.2866752,0.0436908,1526.966,57.07118,12.48366,1.968581,60.31695,69.88274,1.667967,822.004600949466,810.7353,135.646,486.16860466782,479.5467,57.18545,80.66885,83.19965,147.1804,16.18991
0.6299997,S,0.6299997,0.4295115,0.003762657,0.2863463,0.02179966,1527.843,57.00215,12.90021,1.015644,60.30433,69.88274,1.670169,823.33598648358,811.6183,138.412,494.401926116185,487.6629,58.56957,80.53288,83.15144,152.057,16.76869
0.6399997,S,0.6399997,0.4367926,-0.1240102,0.2861319,0.0006021116,1528.719,56.93307,13.32903,0.02899197,60.29169,69.88274,1.672371,824.667584094737,812.4924,141.1833,502.648393173801,495.7878,59.9814,80.39876,83.10176,157.0149,17.36144
0.6499997,S,0.6499997,0.4440855,-0.2467311,0.2860214,-0.01984476,1529.596,56.86396,13.77015,-0.9870591,60.27906,69.88274,1.674574,825.999221805263,813.3591,143.9503,510.908006569481,503.9214,61.4209,80.267,83.05073,162.0541,17.96845
0.6599997,S,0.6599997,0.4513905,-0.3640312,0.2860036,-0.03948357,1530.474,56.79481,14.22353,-2.027701,60.26643,69.88274,1.676776,827.330715078571,814.2201,146.7029,519.180657238122,512.0636,62.88793,80.13811,82.99841,167.1747,18.59
0.6699997,S,0.6699997,0.4587074,-0.475554,0.2860669,-0.05825496,1531.351,56.72562,14.68902,-3.087526,60.2538,69.88274,1.678978,828.661627868999,815.0771,149.4303,527.466315636298,520.2144,64.38223,80.01259,82.94489,172.3769,19.22635
0.6799996,S,0.6799996,0.4660361,-0.5809348,0.2861988,-0.07610167,1532.228,56.65638,15.1664,-4.160712,60.24117,69.88274,1.68118,829.992180296688,815.9326,152.1217,535.764842212529,528.3737,65.90345,79.89095,82.89028,177.6606,19.87778
0.6899996,S,0.6899996,0.4733767,-0.6798311,0.2863868,-0.09296511,1533.106,56.58711,15.65533,-5.240835,60.22855,69.88274,1.683383,831.321745580861,816.7885,154.7656,544.076275237262,536.5416,67.4511,79.7737,82.83468,183.026,20.54455
0.6999996,S,0.6999996,0.4807289,-0.7719057,0.2866181,-0.1087906,1533.984,56.5178,16.15544,-6.321134,60.21592,69.88274,1.685585,832.650294852076,817.6474,157.3507,552.400539450092,544.7181,69.02461,79.66134,82.77818,188.4732,21.22693
0.7099996,S,0.7099996,0.488093,-0.8568282,0.2868797,-0.1235239,1534.862,56.44845,16.66623,-7.394345,60.20329,69.88274,1.687787,833.977427244916,818.5117,159.8654,560.737539088492,552.9032,70.62327,79.55434,82.72092,194.0022,21.92517
0.7199996,S,0.7199996,0.4954687,-0.9344667,0.2871588,-0.1371123,1535.74,56.37906,17.18713,-8.452714,60.19065,69.88274,1.689989,835.302925994756,819.3842,162.2976,569.08725844248,561.097,72.24625,79.453,82.66302,199.6132,22.63951
0.7299996,S,0.7299996,0.5028561,-1.004918,0.287444,-0.1495348,1536.618,56.30963,17.7176,-9.489966,60.17802,69.88274,1.692191,836.626569901793,820.267,164.6392,577.449766354524,569.2997,73.89264,79.35738,82.6046,205.3062,23.37021
0.7399996,S,0.7399996,0.5102552,-1.068336,0.2877259,-0.1608069,1537.497,56.24017,18.2571,-10.50183,60.1654,69.88274,1.694394,837.948235996676,821.1615,166.8863,585.824927612714,577.5113,75.5615,79.26751,82.54578,211.0813,24.11748
0.7499996,S,0.7499996,0.5176659,-1.124874,0.2879964,-0.1709536,1538.375,56.17066,18.80516,-11.48462,60.15277,69.88274,1.696596,839.267610144827,822.0686,169.0365,594.212800784535,585.732,77.25187,79.18336,82.48666,216.9386,24.88155
0.7599996,S,0.7599996,0.5250883,-1.174674,0.2882487,-0.1799991,1539.254,56.10112,19.36129,-12.43457,60.14014,69.88274,1.698798,840.584686720505,822.9895,171.0874,602.613339564241,593.9619,78.96275,79.10494,82.42737,222.8783,25.66262
0.7699996,S,0.7699996,0.5325222,-1.217879,0.2884768,-0.1879667,1540.133,56.03153,19.92502,-13.34786,60.12751,69.88274,1.701,841.899415537777,823.9254,173.0363,611.026588324946,602.2012,80.69312,79.03226,82.368,228.9003,26.4609
0.7799996,S,0.7799996,0.5399679,-1.254631,0.2886757,-0.1948791,1541.012,55.96191,20.49593,-14.22062,60.11488,69.88274,1.703202,843.211512203391,824.8772,174.8807,619.4524885695,610.45,82.44193,78.96529,82.30868,235.0048,27.27657
0.7899995,S,0.7899995,0.5474252,-1.285051,0.2888414,-0.200759,1541.892,55.89224,21.07358,-15.04896,60.10225,69.88274,1.705405,844.520715332223,825.8458,176.6181,627.891073237296,618.7085,84.20811,78.90406,82.2495,241.1919,28.10982
0.7999995,S,0.7999995,0.5548941,-1.309265,0.2889706,-0.2056263,1542.771,55.82254,21.65758,-15.82879,60.08962,69.88274,1.707607,845.827096382949,826.8325,178.2456,636.342273290008,626.9768,85.99056,78.84856,82.19054,247.4616,28.96082
0.8099995,S,0.8099995,0.5623748,-1.327396,0.2890609,-0.2095008,1543.651,55.7528,22.24755,-16.55599,60.07699,69.88274,1.709809,847.130481304415,827.8383,179.7604,644.806206637031,635.2552,87.78817,78.79878,82.13193,253.8142,29.82971
0.8199995,S,0.8199995,0.5698671,-1.339561,0.2891104,-0.2124024,1544.531,55.68302,22.84314,-17.22644,60.06436,69.88274,1.712011,848.430553216962,828.864,181.1598,653.282786415149,643.5438,89.59977,78.75475,82.07374,260.2496,30.71665
0.8299995,S,0.8299995,0.5773711,-1.345878,0.2891181,-0.21435,1545.411,55.6132,23.44407,-17.83594,60.05173,69.88274,1.714214,849.727280936242,829.9107,182.4409,661.7722147509,651.843,91.42418,78.71643,82.01607,266.7681,31.62177
0.8399995,S,0.8399995,0.5848869,-1.346455,0.2889906,-0.2153644,1546.291,55.54333,24.04233,-18.38039,60.0391,69.88274,1.716416,851.024901955078,830.9837,183.6014,670.274293084998,660.1528,93.26019,78.68385,81.959,273.3696,32.54519
0.8499995,S,0.8499995,0.5924144,-1.341409,0.2887708,-0.2154618,1547.172,55.47343,24.64075,-18.85539,60.02647,69.88274,1.718618,852.321663969965,832.0823,184.6382,678.789210130581,668.4736,95.10658,78.657,81.90263,280.0543,33.48703
0.8599995,S,0.8599995,0.5999538,-1.33084,0.2885095,-0.21466,1548.052,55.4035,25.24316,-19.25657,60.01384,69.88274,1.72082,853.614744721581,833.2047,185.548,687.316944157494,676.8056,96.96206,78.63587,81.84704,286.8224,34.44737
0.8699995,S,0.8699995,0.6075051,-1.31485,0.2884405,-0.2129694,1548.933,55.33352,25.87032,-19.57894,60.00121,69.88274,1.723023,854.892077876126,834.34,186.3256,695.857467878368,685.149,98.82532,78.62048,81.79231,293.6739,35.4263
0.8799995,S,0.8799995,0.6150681,-1.293542,0.2883237,-0.2104119,1549.814,55.2635,26.5014,-19.81847,59.98858,69.88274,1.725225,856.165654013894,835.501,186.9698,704.410741778162,693.504,100.695,78.61081,81.73853,300.6089,36.4239
0.8899994,S,0.8899994,0.622643,-1.267009,0.2881709,-0.2070037,1550.695,55.19345,27.13721,-19.97064,59.97595,69.88274,1.727427,857.434593914924,836.6877,187.4774,712.976831274649,701.8709,102.5698,78.60688,81.68578,307.6276,37.44023
0.8999994,S,0.8999994,0.6302295,-1.235357,0.2880897,-0.2027574,1551.577,55.12335,27.78792,-20.03059,59.96332,69.88274,1.729629,858.692984760939,837.8951,187.8442,721.555661616815,710.2499,104.4482,78.60867,81.63414,314.7301,38.47532
0.9099994,S,0.9099994,0.6378281,-1.198668,0.2880439,-0.1976907,1552.458,55.05322,28.45045,-19.99392,59.95069,69.88274,1.731831,859.942758424449,839.1259,188.0672,730.147099789026,718.6411,106.3289,78.6162,81.58368,321.9165,39.52921
0.9199994,S,0.9199994,0.6454384,-1.157054,0.2879688,-0.1918185,1553.34,54.98304,29.11851,-19.85591,59.93806,69.88274,1.734034,861.187037524468,840.3839,188.1436,738.751244806926,727.0449,108.2103,78.62946,81.53448,329.187,40.6019
0.9299994,S,0.9299994,0.6530603,-1.11059,0.2878686,-0.1851584,1554.222,54.91283,29.79236,-19.61222,59.92543,69.88274,1.736236,862.425835443361,841.6697,188.0703,747.368139096799,735.4616,110.091,78.64843,81.48663,336.5416,41.69341
0.9399994,S,0.9399994,0.6606942,-1.059373,0.2877473,-0.1777224,1555.104,54.84258,30.47227,-19.25784,59.9128,69.88274,1.738438,863.659335897262,842.9841,187.8437,755.997777977121,743.8915,111.9694,78.67314,81.44019,343.9805,42.80371
0.9499994,S,0.9499994,0.6683398,-1.003483,0.2876093,-0.169526,1555.986,54.77229,31.15858,-18.78815,59.90017,69.88274,1.74064,864.887270743101,844.3273,187.4604,764.640081800104,752.3348,113.844,78.70359,81.39523,351.5038,43.93278
0.9599994,S,0.9599994,0.6759972,-0.943005,0.2874596,-0.1605819,1556.869,54.70195,31.8517,-18.19822,59.88754,69.88274,1.742843,866.109500108993,845.6996,186.9167,773.294945741216,760.7917,115.7132,78.73976,81.35184,359.1118,45.08056
0.9699994,S,0.9699994,0.6836663,-0.8780322,0.2873031,-0.1509038,1557.751,54.63158,32.55212,-17.48319,59.87491,69.88274,1.745045,867.32612713141,847.1014,186.2091,781.962541758067,769.2627,117.5753,78.78166,81.31007,366.8044,46.24701
0.9799994,S,0.9799994,0.6913472,-0.8086486,0.2871451,-0.1405064,1558.634,54.56117,33.26044,-16.6384,59.86228,69.88274,1.747247,868.537188652305,848.5329,185.3342,790.642744852518,777.748,119.4286,78.8293,81.27003,374.5818,47.43203
0.9899994,S,0.9899994,0.69904,-0.7349356,0.2869913,-0.1294032,1559.517,54.49072,33.9773,-15.65897,59.84965,69.88274,1.749449,869.742749720703,849.9943,184.2882,799.335547573537,786.2479,121.2715,78.88265,81.23175,382.4443,48.63552
0.9999993,S,0.9999993,0.7067444,-0.6569722,0.2868472,-0.1176072,1560.4,54.42023,34.70341,-14.53999,59.83702,69.88274,1.751651,870.94274568797,851.4855,183.0675,808.040999902313,794.7628,123.1022,78.94174,81.19532,390.392,49.85739
1.009999,S,1.009999,0.7144607,-0.5750585,0.2867188,-0.1051309,1561.284,54.34971,35.43964,-13.27653,59.82439,69.88274,1.753854,872.137098777813,853.0063,181.6683,816.758954177844,803.2929,124.9189,79.00634,81.16081,398.4249,51.0975
1.019999,S,1.019999,0.7221887,-0.4899256,0.286613,-0.09202239,1562.167,54.27914,36.18691,-11.86818,59.81176,69.88274,1.756056,873.326438363142,854.5558,180.0929,825.489266387008,811.8384,126.7198,79.0758,81.1283,406.5433,52.35569
1.029999,S,1.029999,0.7299282,-0.402512,0.2865374,-0.07839877,1563.051,54.20853,36.94644,-10.32408,59.79913,69.88274,1.758258,874.511265401476,856.1303,178.356,834.232038941593,820.3997,128.5034,79.14923,81.0978,414.7473,53.63181
1.039999,S,1.039999,0.7376794,-0.3137885,0.2864991,-0.06441019,1563.935,54.13789,37.71944,-8.65894,59.7865,69.88274,1.76046,875.692011172359,857.7247,176.479,842.987180894178,828.977,130.2682,79.22572,81.06939,423.037,54.92566
1.049999,S,1.049999,0.7454421,-0.2247458,0.2865035,-0.0502121,1564.819,54.0672,38.5069,-6.889757,59.77387,69.88274,1.762663,876.869967738758,859.3344,174.4859,851.754477664378,837.5703,132.0131,79.30428,81.04305,431.4128,56.23707
1.059999,S,1.059999,0.7532163,-0.1363822,0.2865537,-0.03596313,1565.703,53.99648,39.30964,-5.035675,59.76125,69.88274,1.764865,878.045477791128,860.9537,172.4024,860.534027855971,846.1799,133.7371,79.38395,81.0188,439.8745,57.56582
1.069999,S,1.069999,0.7610019,-0.04968834,0.2866512,-0.02182311,1566.587,53.92571,40.12826,-3.117755,59.74862,69.88274,1.767067,879.21948942114,862.5774,170.2561,869.325630164334,854.8057,135.4397,79.46371,80.99661,448.4226,58.9117
1.079999,S,1.079999,0.7687989,0.03435366,0.2867951,-0.007950704,1567.472,53.85491,40.96307,-1.15872,59.73598,69.88274,1.769269,880.392727489278,864.2001,168.076,878.129304336626,863.4478,137.1205,79.54254,80.97645,457.0571,60.2745
1.089999,S,1.089999,0.7766072,0.1147925,0.2869828,0.005496865,1568.357,53.78407,41.81409,0.8170678,59.72335,69.88274,1.771472,881.565739876188,865.8163,165.8924,886.944827381326,872.106,138.7794,79.61945,80.95826,465.7782,61.654
1.099999,S,1.099999,0.7844267,0.1907266,0.2872095,0.01836732,1569.242,53.71319,42.68105,2.784095,59.71072,69.88274,1.773674,882.739237231046,867.4209,163.7362,895.772165846374,880.7802,140.4168,79.69347,80.94195,474.586,63.04998
1.109999,S,1.109999,0.7922573,0.2612945,0.2874694,0.03051635,1570.032,53.64227,43.56339,4.716187,59.69809,69.88274,1.775876,883.856938775303,868.953,161.6285,904.610706836662,889.4697,142.0331,79.76365,80.92744,483.4807,64.46223
