Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,61.16,0,0,61.1,69.88274,1.531429,0,0,0,0,0,0,84,84,0,0
0.010,S,0.010,0.010,0,0.3349482,0,797.0903,61.16,0,0,61.08737,69.88274,1.533631,387.336403192622,384.848473611121,43.8308293029849,23.5375696674043,3.848485,0.4383083,84,84,0.01924242,0.002191541
0.02,S,0.02,0.02078422,0,0.3298107,0,1510.21,61.14202,0.03497063,0,61.07474,69.88274,1.535833,762.69028053734,758.153269335905,83.0667455809247,26.6292936331836,11.43002,1.268976,84,84,0.09563495,0.01072796
0.03,S,0.03,0.02351429,0,0.3279744,0,1512.113,61.08828,0.04451168,0,61.06211,69.88274,1.538036,764.386668701867,759.840380869375,83.2440681936026,31.3255572436929,19.02842,2.101417,84,84,0.2479272,0.02757993
0.04,S,0.04,0.02766122,0,0.3246666,0,1514.016,61.01993,0.06097448,0,61.04948,69.88274,1.540238,766.273466292844,761.716860504904,83.4412941354756,37.0326940099851,26.64559,2.93583,84,84,0.4762972,0.05276617
0.05,S,0.05,0.03270078,0,0.3203927,0,1515.201,60.9515,0.08409365,0,61.03685,69.88274,1.54244,767.782756552591,763.217897142216,83.5990594523001,43.3600962998339,34.27777,3.771821,84,84,0.7809139,0.08630443
0.05999999,S,0.05999999,0.03828807,0,0.315736,0,1509.916,60.88297,0.1136085,0,61.02422,69.88274,1.544642,765.874542868583,761.320118598049,83.3995949151604,50.0497128034659,41.89097,4.605817,84,84,1.161758,0.1281926
0.06999999,S,0.06999999,0.04419523,0,0.3110949,0,1504.632,60.81456,0.1491412,0,61.01159,69.88274,1.546845,763.957519056397,759.413578016048,83.1992094173304,56.9663186543868,49.4851,5.437809,84,84,1.618638,0.1784107
0.07999999,S,0.07999999,0.05030286,0,0.306657,0,1499.347,60.74638,0.1904519,0,60.99896,69.88274,1.549047,762.030074210461,757.49667330192,82.9977345336925,64.0294563166222,57.06007,6.267787,84,84,2.151364,0.2369387
0.08999999,S,0.08999999,0.05653991,0,0.3024972,0,1494.063,60.67845,0.2373399,0,60.98633,69.88274,1.551249,760.092365003563,755.569560246466,82.7951868508736,71.189236690523,64.61577,7.095739,84,84,2.759743,0.3037564
0.09999999,S,0.09999999,0.06286234,0,0.2986328,0,1488.779,60.61075,0.2896334,0,60.9737,69.88274,1.553451,758.14429341566,753.632141386524,82.591555911566,78.413453701984,72.15209,7.921654,84,84,3.443582,0.3788433
0.11,S,0.11,0.0692417,0,0.2950551,0,1487.669,60.5433,0.3471829,0,60.96107,69.88274,1.555653,758.404096487261,753.890523779522,82.618712917211,85.7019068712438,79.69099,8.747841,84,84,4.202798,0.4621908
0.12,S,0.12,0.07567784,0,0.2917345,0,1488.348,60.47602,0.4100471,0,60.94844,69.88274,1.557856,759.611123228383,755.090950076671,82.7448828907004,93.0493215682842,87.2419,9.57529,84,84,5.037462,0.5538064
0.13,S,0.13,0.08216611,0,0.2886457,0,1489.026,60.40871,0.4782405,0,60.93581,69.88274,1.560058,760.818318934604,756.291544400047,82.8710703169038,100.445489632586,94.80481,10.404,84,84,5.947696,0.6537029
0.14,S,0.14,0.08869748,0,0.2857676,0,1489.706,60.34138,0.5517186,0,60.92318,69.88274,1.56226,762.025856522158,757.492478673845,82.9972936961379,107.882917017715,102.3797,11.23397,84,84,6.933618,0.7618927
0.15,S,0.15,0.09526534,0,0.2830799,0,1490.385,60.27402,0.6304435,0,60.91055,69.88274,1.564462,763.233777742344,758.693794467609,83.1235569690806,115.356042964726,109.9666,12.06521,84,84,7.995349,0.8783886
0.16,S,0.16,0.1018648,0,0.280564,0,1491.064,60.20663,0.7143839,0,60.89792,69.88274,1.566665,764.442199721289,759.895608220509,83.2498728041415,122.860686590938,117.5656,12.89771,84,84,9.133011,1.003203
0.17,S,0.17,0.1084922,0,0.2782033,0,1491.744,60.13921,0.8035141,0,60.88529,69.88274,1.568867,765.65097690668,761.097775222954,83.3762255611513,130.393450168767,125.1766,13.73147,84,84,10.34672,1.136349
0.18,S,0.18,0.1151445,0,0.2759829,0,1492.424,60.07176,0.8978096,0,60.87266,69.88274,1.571069,766.860157819553,762.300343684088,83.5026207382186,137.951738664609,132.7996,14.5665,84,84,11.6366,1.277839
0.19,S,0.19,0.1218194,0,0.2738897,0,1493.104,60.00428,0.9972523,0,60.86003,69.88274,1.573271,768.069904902541,763.503475204962,83.6290748899239,145.533480446065,140.4346,15.40279,84,84,13.00277,1.427685
0.2,S,0.2,0.1285151,0,0.2706733,0,1493.784,59.93676,1.096806,0,60.8474,69.88274,1.575474,769.282727014088,764.70966490096,83.7558504779999,153.137106686043,148.0817,16.24035,84,84,14.44535,1.585901
0.21,S,0.21,0.1352302,0,0.2727035,0,1494.464,59.86921,1.223468,0,60.83477,69.88274,1.577676,770.484258579261,765.904625757069,83.8814458766484,160.761059759627,155.7407,17.07916,84,84,15.96447,1.752499
0.22,S,0.22,0.1419634,7.986344,0.2744539,0,1495.145,59.80164,1.356918,0,60.82214,69.88274,1.579878,771.685398105485,767.0992,84.00697,168.404320616236,163.4117,17.91923,84,83.74212,17.59858,1.927491
0.23,S,0.23,0.1487138,7.634158,0.4617718,1.266003,1495.826,59.73403,2.505167,7.506512,60.80951,69.88274,1.58208,772.352619656112,768.1573,80.39236,176.055778213886,171.0933,18.72315,83.99815,83.75483,19.30952,2.110703
0.24,S,0.24,0.1554715,7.306461,0.4471096,1.211103,1496.506,59.66639,2.650921,7.819871,60.79688,69.88274,1.584282,773.552946056216,769.3663,80.37199,183.724998215389,178.787,19.52687,83.99252,83.76694,21.09739,2.301953
0.25,S,0.25,0.162245,6.999981,0.4340204,1.159911,1497.188,59.59872,2.802251,8.128685,60.78426,69.88274,1.586485,774.753526444818,770.5698,80.40653,191.411328416847,186.4927,20.33094,83.983,83.77834,22.96231,2.501242
0.26,S,0.26,0.1690337,6.711917,0.422258,1.111943,1497.869,59.53102,2.959041,8.431898,60.77163,69.88274,1.588687,775.954198741906,771.7674,80.49844,199.114310537465,194.2104,21.13593,83.96947,83.78894,24.90442,2.708576
0.27,S,0.27,0.1758373,6.439867,0.4116218,1.066782,1498.55,59.46329,3.121172,8.728344,60.759,69.88274,1.590889,777.155124916574,772.959,80.65031,206.833468760574,201.94,21.94243,83.95179,83.79868,26.92382,2.923968
0.28,S,0.28,0.1826553,6.181773,0.4019476,1.024066,1499.232,59.39553,3.288524,9.016739,60.74636,69.88274,1.593091,778.356294500156,774.1443,80.86485,214.568397438669,209.6814,22.75108,83.92987,83.80746,29.02063,3.147435
0.29,S,0.29,0.1894874,5.935844,0.3931011,0.9834856,1499.913,59.32774,3.460989,9.295763,60.73373,69.88274,1.595294,779.557982308084,775.3233,81.14449,222.318840610502,217.4346,23.56252,83.90361,83.81522,31.19498,3.379004
0.3,S,0.3,0.1963334,5.700524,0.3849707,0.9447684,1500.595,59.25991,3.638467,9.563979,60.7211,69.88274,1.597496,780.7598894794,776.4954,81.49171,230.084594374418,225.1996,24.37744,83.87291,83.82189,33.44697,3.618703
0.31,S,0.31,0.2031929,5.47446,0.3774638,0.9076786,1501.277,59.19206,3.820861,9.819857,60.70848,69.88274,1.599698,781.9622353677,777.6605,81.909,237.865293552325,232.9762,25.19653,83.83768,83.82742,35.77673,3.866573
0.32,S,0.32,0.2100659,5.256458,0.3705032,0.8720092,1501.96,59.12418,4.008085,10.0618,60.69585,69.88274,1.6019,783.164954494743,778.8182,82.39877,245.66080651936,240.7644,26.02052,83.79784,83.83172,38.18438,4.122658
0.33,S,0.33,0.2169522,5.045487,0.3640242,0.8375772,1502.642,59.05626,4.20006,10.28809,60.68322,69.88274,1.604102,784.368301499613,779.9684,82.96341,253.470930383402,248.5641,26.85015,83.75333,83.83476,40.67002,4.387012
0.3399999,S,0.3399999,0.2238514,4.840633,0.3579729,0.8042244,1503.325,58.98831,4.396732,10.49699,60.67059,69.88274,1.606305,785.572032086016,781.1105,83.60505,261.295491094083,256.3752,27.6862,83.70408,83.83646,43.23377,4.659693
0.3499999,S,0.3499999,0.2307637,4.641101,0.3523039,0.7718102,1504.007,58.92033,4.598049,10.68664,60.65796,69.88274,1.608507,786.776332405689,782.2443,84.32587,269.134432813123,264.1977,28.52946,83.65005,83.83678,45.87574,4.940772
0.3599999,S,0.3599999,0.2376888,4.446182,0.3469791,0.7402118,1504.69,58.85233,4.803991,10.85517,60.64533,69.88274,1.610709,787.981193234811,783.3694,85.12781,276.987521441584,272.0314,29.38074,83.59122,83.83567,48.59606,5.230322
0.3699999,S,0.3699999,0.2446265,4.255268,0.3419665,0.7093197,1505.373,58.78429,5.014544,11.0006,60.6327,69.88274,1.612911,789.186740762685,784.4855,86.01286,284.854738341651,279.8763,30.24087,83.52756,83.83307,51.39482,5.52843
0.3799999,S,0.3799999,0.251577,4.06782,0.3372632,0.679038,1506.057,58.71622,5.230092,11.12089,60.62007,69.88274,1.615113,790.392691039315,785.5919,86.9826,292.735880460427,287.7322,31.11069,83.45905,83.82894,54.27214,5.835188
0.3899999,S,0.3899999,0.2585399,3.883372,0.3329059,0.6492794,1506.854,58.64812,5.451701,11.21397,60.60744,69.88274,1.617316,791.660608256709,786.7493,88.04577,300.631562436845,295.5997,31.99115,83.38572,83.82323,57.22814,6.150698
0.3999999,S,0.3999999,0.2655159,3.701514,0.3287947,0.6199777,1507.726,58.57999,5.678279,11.27789,60.59481,69.88274,1.619518,792.970921589853,787.9378,89.20149,308.542105368094,303.4791,32.88316,83.30757,83.8159,60.26293,6.475069
0.4099999,S,0.4099999,0.2725053,3.521912,0.3249138,0.5910694,1508.599,58.51182,5.90994,11.31051,60.58218,69.88274,1.62172,794.28214204411,789.1157,90.4463,316.467345847489,311.3702,33.78762,83.22466,83.80692,63.37663,6.808423
0.4199999,S,0.4199999,0.2795078,3.344283,0.3212505,0.5625029,1509.472,58.44361,6.146811,11.30979,60.56955,69.88274,1.623922,795.594245702358,790.2825,91.78112,324.407323493362,319.273,34.70543,83.13704,83.79623,66.56937,7.150888
0.4299999,S,0.4299999,0.2865235,3.168392,0.3177944,0.5342343,1510.345,58.37536,6.389061,11.27364,60.55692,69.88274,1.626125,796.907403980734,791.4379,93.20655,332.361987755549,327.1874,35.63749,83.04479,83.78381,69.84124,7.502603
0.4399998,S,0.4399998,0.2935525,2.994063,0.3145369,0.5062274,1511.218,58.30708,6.636882,11.20003,60.54429,69.88274,1.628327,798.221498113005,792.5813,94.72298,340.331198611286,335.1132,36.58472,82.94801,83.76962,73.19238,7.863714
0.4499998,S,0.4499998,0.3005946,2.821145,0.3114713,0.4784553,1512.092,58.23875,6.890501,11.08702,60.53166,69.88274,1.630529,799.536585468365,793.7123,96.33035,348.314916376163,343.0503,37.54802,82.84682,83.75365,76.62288,8.234378
0.4599998,S,0.4599998,0.3076497,2.64954,0.3085921,0.4508947,1512.965,58.17038,7.150172,10.93267,60.51903,69.88274,1.632731,800.852537442837,794.8303,98.02847,356.313111702716,350.9986,38.52831,82.74134,83.73586,80.13287,8.614759
0.4699998,S,0.4699998,0.3147178,2.479195,0.3058946,0.4235313,1513.839,58.10197,7.416187,10.7352,60.5064,69.88274,1.634934,802.169593671376,795.9351,99.8167,364.325654930753,358.9579,39.52647,82.63174,83.71622,83.72244,9.005033
0.4799998,S,0.4799998,0.3217989,2.310075,0.3033756,0.3963571,1514.713,58.03353,7.688856,10.49294,60.49377,69.88274,1.637136,803.487754846892,797.0263,101.6939,372.352623345643,366.9282,40.54341,82.5182,83.69473,87.39172,9.405383
0.4899998,S,0.4899998,0.328893,2.142209,0.301032,0.3693677,1515.587,57.96505,7.968536,10.20429,60.48114,69.88274,1.639338,804.806837085831,798.1033,103.6589,380.393797301982,374.9092,41.58,82.40092,83.67137,91.14082,9.816
0.4999998,S,0.4999998,0.3359999,1.975636,0.2988614,0.3425686,1516.461,57.89652,8.255592,9.867969,60.46851,69.88274,1.64154,806.127033380131,799.166,105.7095,388.449255980313,382.9009,42.6371,82.28012,83.64613,94.96983,10.23709
0.5099998,S,0.5099998,0.3431197,1.810444,0.2968616,0.315967,1517.336,57.82796,8.550429,9.482754,60.45588,69.88274,1.643742,807.448144617015,800.2139,107.8435,396.51878219387,390.903,43.71553,82.15606,83.619,98.87885,10.66885
0.5199998,S,0.5199998,0.3502522,1.646742,0.2950307,0.2895777,1518.21,57.75936,8.853447,9.047732,60.44325,69.88274,1.645945,808.770189785609,801.2468,110.0581,404.602458266658,398.9155,44.81611,82.02899,83.59,102.868,11.11151
0.5299998,S,0.5299998,0.3573974,1.484675,0.2933663,0.2634187,1519.085,57.69072,9.165088,8.562192,60.43062,69.88274,1.648147,810.093225118671,802.2646,112.3501,412.700068798064,406.9381,45.93961,81.89923,83.5591,106.9374,11.56528
0.5399998,S,0.5399998,0.3645553,1.324409,0.2918663,0.237514,1519.96,57.62204,9.485778,8.025735,60.41799,69.88274,1.650349,811.417081335277,803.2671,114.7155,420.811692868042,414.9708,47.08677,81.76707,83.52634,111.0871,12.03042
0.5499998,S,0.5499998,0.3717258,1.166146,0.2905278,0.2118914,1520.835,57.55332,9.815961,7.438238,60.40536,69.88274,1.652551,812.741945595458,804.2545,117.1502,428.937109928695,423.0133,48.25827,81.63287,83.49171,115.3172,12.50714
0.5599998,S,0.5599998,0.3789089,1.01011,0.2893478,0.1865838,1521.711,57.48456,10.15607,6.799967,60.39273,69.88274,1.654754,814.067743829867,805.2269,119.6492,437.076394617387,431.0656,49.45476,81.49697,83.45525,119.6279,12.99571
0.5699998,S,0.5699998,0.3861045,0.85655,0.2883226,0.1616275,1522.586,57.41576,10.50653,6.111513,60.3801,69.88274,1.656956,815.394199670871,806.1843,122.2071,445.229320617945,439.1274,50.67683,81.35977,83.41699,124.0192,13.49637
0.5799997,S,0.5799997,0.3933124,0.7057343,0.2874478,0.1370635,1523.462,57.34692,10.86773,5.3739,60.36747,69.88274,1.659158,816.721570076118,807.1274,124.8178,453.395953616926,447.1987,51.92501,81.22167,83.37695,128.4911,14.00937
0.5899997,S,0.5899997,0.4005328,0.5579467,0.2867182,0.1129352,1524.338,57.27805,11.24007,4.588537,60.35484,69.88274,1.66136,818.049590078309,808.0565,127.4748,461.576154339139,455.2793,53.19976,81.08309,83.33517,133.0439,14.535
0.5999997,S,0.5999997,0.4077655,0.4134994,0.286128,0.08928861,1525.214,57.20913,11.62385,3.757242,60.34221,69.88274,1.663563,819.378024979563,808.9721,130.171,469.769776955203,463.369,54.50147,80.94447,83.29169,137.6776,15.07351
0.6099997,S,0.6099997,0.4150104,0.2727094,0.2856703,0.06617448,1526.09,57.14017,12.01938,2.882378,60.32958,69.88274,1.665765,820.707068686221,809.8753,132.8988,477.976768212637,471.4677,55.83046,80.80624,83.24657,142.3923,15.62516
0.6199997,S,0.6199997,0.4222675,0.1359179,0.2853377,0.04364405,1526.966,57.07118,12.42688,1.966705,60.31695,69.88274,1.667967,822.036625061445,810.7671,135.65,486.197161616055,479.5754,57.18696,80.66892,83.19987,147.1881,16.19025
0.6299997,S,0.6299997,0.4295368,0.003467961,0.2851215,0.02175246,1527.843,57.00215,12.84654,1.013562,60.30433,69.88274,1.670169,823.366280114173,811.6484,138.4157,494.43078442637,487.6919,58.57111,80.53296,83.15166,152.065,16.76904
0.6399997,S,0.6399997,0.436818,-0.1242868,0.2850126,0.0005550211,1528.719,56.93307,13.27844,0.02672762,60.29169,69.88274,1.672371,824.69626253006,812.5209,141.1868,502.677553310083,495.8171,59.98298,80.39886,83.10199,157.0232,17.36181
0.6499997,S,0.6499997,0.4441113,-0.246984,0.2850008,-0.01989125,1529.596,56.86396,13.72261,-0.9894846,60.27906,69.88274,1.674574,826.026169368174,813.3859,143.9535,510.937467117162,503.951,61.42251,80.26711,83.05096,162.0627,17.96884
0.6599997,S,0.6599997,0.4514166,-0.3642665,0.2850753,-0.03952804,1530.474,56.79481,14.179,-2.030217,60.26643,69.88274,1.676776,827.355896089706,814.2452,146.7056,519.210317525051,512.0934,62.88956,80.13824,82.99863,167.1836,18.5904
0.6699997,S,0.6699997,0.4587336,-0.4757644,0.2852246,-0.05829797,1531.351,56.72562,14.64744,-3.090154,60.2538,69.88274,1.678978,828.685372134642,815.1008,149.4327,527.49617677651,520.2444,64.38389,80.01273,82.94511,172.386,19.22677
0.6799996,S,0.6799996,0.4660625,-0.5811284,0.2854369,-0.07614165,1532.228,56.65638,15.12772,-4.163364,60.24117,69.88274,1.68118,830.014155866103,815.9546,152.1236,535.794902175228,528.4039,65.90512,79.89112,82.8905,177.6701,19.87821
0.6899996,S,0.6899996,0.4734032,-0.6800092,0.2856997,-0.09300308,1533.106,56.58711,15.61952,-5.243556,60.22855,69.88274,1.683383,831.342185069926,816.809,154.7672,544.106533885999,536.572,67.45279,79.77389,82.8349,183.0358,20.545
0.6999996,S,0.6999996,0.4807557,-0.7720617,0.2860006,-0.1088264,1533.984,56.5178,16.12242,-6.323911,60.21592,69.88274,1.685585,832.669198177139,817.6664,157.352,552.430996654545,544.7487,69.02631,79.66154,82.77841,188.4833,21.2274
0.7099996,S,0.7099996,0.4881199,-0.856962,0.2863268,-0.1235563,1534.862,56.44845,16.63593,-7.397089,60.20329,69.88274,1.687787,833.994736902967,818.5292,159.8661,560.768193454056,552.934,70.62498,79.55455,82.72115,194.0126,21.92566
0.7199996,S,0.7199996,0.4954958,-0.9345806,0.2866659,-0.1371411,1535.74,56.37906,17.15951,-8.455412,60.19065,69.88274,1.689989,835.318758034877,819.4003,162.2978,569.118208442214,561.1281,72.24796,79.45323,82.66325,199.6239,22.64002
0.7299996,S,0.7299996,0.5028834,-1.005009,0.2870066,-0.1495602,1536.618,56.30963,17.69255,-9.492594,60.17802,69.88274,1.692191,836.640923424201,820.2817,164.6389,577.480812125537,569.3309,73.89435,79.35764,82.60484,205.3172,23.37073
0.7399996,S,0.7399996,0.5102826,-1.068406,0.2873397,-0.1608283,1537.497,56.24017,18.23455,-10.50434,60.1654,69.88274,1.694394,837.96120823118,821.1749,166.8855,585.85606904644,577.5426,75.5632,79.26778,82.54601,211.0927,24.11802
0.7499996,S,0.7499996,0.5176934,-1.124922,0.2876574,-0.1709712,1538.375,56.17066,18.78501,-11.487,60.15277,69.88274,1.696596,839.279102405988,822.0806,169.0352,594.244037779263,585.7634,77.25356,79.18366,82.48689,216.9503,24.8821
0.7599996,S,0.7599996,0.5251158,-1.174703,0.287953,-0.1800127,1539.254,56.10112,19.34345,-12.4368,60.14014,69.88274,1.698798,840.594971856488,823.0004,171.0855,602.644668160727,593.9934,78.96442,79.10526,82.4276,222.8902,25.66319
0.7699996,S,0.7699996,0.5325499,-1.217888,0.2882208,-0.1879766,1540.133,56.03153,19.90941,-13.34994,60.12751,69.88274,1.701,841.908415186129,823.9351,173.0339,611.058009703968,602.2328,80.69476,79.0326,82.36824,228.9126,26.46149
0.7799996,S,0.7799996,0.5399956,-1.254618,0.2884559,-0.1948851,1541.012,55.96191,20.48243,-14.2225,60.11488,69.88274,1.703202,843.21920520217,824.8857,174.8777,619.483902791011,610.4816,82.44354,78.96565,82.30892,235.0174,27.27718
0.7899995,S,0.7899995,0.5474529,-1.285019,0.2886544,-0.2007612,1541.892,55.89224,21.06207,-15.05063,60.10225,69.88274,1.705405,844.527394405776,825.8534,176.6145,627.922578758438,618.7402,84.20969,78.90444,82.24974,241.2048,28.11045
0.7999995,S,0.7999995,0.554922,-1.309213,0.2888134,-0.2056247,1542.771,55.82254,21.64796,-15.83023,60.08962,69.88274,1.707607,845.832663097595,826.8391,178.2414,636.373770186076,627.0085,85.9921,78.84896,82.1908,247.4749,28.96145
0.8099995,S,0.8099995,0.5624027,-1.327325,0.2889303,-0.2094954,1543.651,55.7528,22.23968,-16.55718,60.07699,69.88274,1.709809,847.134935236748,827.8439,179.7556,644.837692216793,635.2869,87.78966,78.79921,82.13219,253.8277,29.83036
0.8199995,S,0.8199995,0.569895,-1.339474,0.2890036,-0.2123936,1544.531,55.68302,22.83693,-17.22739,60.06436,69.88274,1.712011,848.434089515974,828.8688,181.1544,653.314357791229,643.5756,89.6012,78.75519,82.074,260.2635,30.71732
0.8299995,S,0.8299995,0.577399,-1.345773,0.2890323,-0.214338,1545.411,55.6132,23.43937,-17.83663,60.05173,69.88274,1.714214,849.729899446936,829.9147,182.4349,661.803772002639,651.8748,91.42554,78.7169,82.01633,266.7822,31.62245
0.8399995,S,0.8399995,0.5849149,-1.346334,0.2889227,-0.2153492,1546.291,55.54333,24.03897,-18.38082,60.0391,69.88274,1.716416,851.026819596433,830.9871,183.5949,670.305934616368,660.1847,93.26148,78.68434,81.95927,273.3841,32.54588
0.8499995,S,0.8499995,0.5924425,-1.341272,0.2887188,-0.2154437,1547.172,55.47343,24.63863,-18.85556,60.02647,69.88274,1.718618,852.3227618175,832.085,184.6311,678.820935844464,668.5056,95.1078,78.6575,81.90291,280.0691,33.48773
0.8599995,S,0.8599995,0.5999819,-1.330686,0.288471,-0.214639,1548.052,55.4035,25.24216,-19.25647,60.01384,69.88274,1.72082,853.615240163723,833.2069,185.5404,687.348753965536,676.8377,96.96321,78.6364,81.84733,286.8375,34.44808
0.8699995,S,0.8699995,0.6075332,-1.31468,0.288414,-0.2129453,1548.933,55.33352,25.87032,-19.57851,60.00121,69.88274,1.723023,854.891949840241,834.3417,186.3174,695.889360368171,685.1812,98.82639,78.62103,81.79261,293.6893,35.42703
0.8799995,S,0.8799995,0.6150963,-1.293355,0.2883062,-0.210385,1549.814,55.2635,26.5022,-19.81772,59.98858,69.88274,1.725225,856.165098521751,835.5024,186.961,704.442716872359,693.5363,100.696,78.61138,81.73883,300.6247,36.42464
0.8899994,S,0.8899994,0.6226712,-1.266806,0.2881603,-0.2069741,1550.695,55.19345,27.13866,-19.96956,59.97595,69.88274,1.727427,857.43361204786,836.6888,187.468,713.008786439666,701.9032,102.5707,78.60747,81.68608,307.6437,37.44098
0.8999994,S,0.8999994,0.6302579,-1.235132,0.2879791,-0.2027273,1551.577,55.12335,27.77973,-20.02939,59.96332,69.88274,1.729629,858.697651320096,837.9019,187.8352,721.587614280156,710.2822,104.4491,78.60928,81.63445,314.7465,38.47607
0.9099994,S,0.9099994,0.6378563,-1.198429,0.2877657,-0.1976607,1552.458,55.05322,28.42548,-19.99263,59.95069,69.88274,1.731831,859.957109501631,839.1424,188.0592,730.179227962164,718.6736,106.3297,78.61683,81.58398,321.9333,39.52997
0.9199994,S,0.9199994,0.6454667,-1.156788,0.2875237,-0.1917894,1553.34,54.98304,29.07605,-19.85465,59.93806,69.88274,1.734034,861.211607043588,840.4106,188.1368,738.783667116985,727.0777,108.2111,78.6301,81.5348,329.204,40.60267
0.9299994,S,0.9299994,0.653089,-1.110314,0.2872568,-0.1851281,1554.222,54.91283,29.73165,-19.61072,59.92543,69.88274,1.736236,862.461190028282,841.7072,188.0646,747.400933630313,735.4948,110.0917,78.64911,81.48695,336.559,41.69419
0.9399994,S,0.9399994,0.6607231,-1.059078,0.2869695,-0.1776933,1555.104,54.84258,30.39256,-19.25637,59.9128,69.88274,1.738438,863.705815595669,843.0327,187.8393,756.030965047387,743.9251,111.9701,78.67384,81.44051,343.9982,42.8045
0.9499994,S,0.9499994,0.6683692,-1.003172,0.2866661,-0.1694962,1555.986,54.77229,31.0591,-18.7865,59.90017,69.88274,1.74064,864.945367916113,844.3875,187.4573,764.673856858721,752.369,113.8447,78.70431,81.39556,351.5219,43.93357
0.9599994,S,0.9599994,0.6760271,-0.9426816,0.2863514,-0.1605516,1556.869,54.70195,31.7317,-18.1964,59.88754,69.88274,1.742843,866.179751228127,845.7719,186.9151,773.329504197006,760.8267,115.7139,78.74049,81.35218,359.1302,45.08136
0.9699994,S,0.9699994,0.683697,-0.877696,0.2860305,-0.150873,1557.751,54.63158,32.41082,-17.4812,59.87491,69.88274,1.745045,867.409026116682,847.1863,186.209,781.997983346313,769.2986,117.576,78.78242,81.31042,366.8232,46.24781
0.9799994,S,0.9799994,0.6913787,-0.8082941,0.2857087,-0.1404747,1558.634,54.56117,33.09705,-16.63617,59.86228,69.88274,1.747247,868.633132764345,848.6308,185.3356,790.67918715453,777.7849,119.4294,78.83008,81.27038,374.601,47.43284
0.9899994,S,0.9899994,0.6990723,-0.7345635,0.2853915,-0.1293691,1559.517,54.49072,33.791,-15.65628,59.84965,69.88274,1.749449,869.852353903282,850.1058,184.2912,799.373069786035,786.2859,121.2723,78.88346,81.23211,382.4639,48.63635
0.9999993,S,0.9999993,0.7067777,-0.656592,0.2850847,-0.1175702,1560.4,54.42023,34.49341,-14.5368,59.83702,69.88274,1.751651,871.066388115739,851.611,183.072,808.079699021341,794.802,123.103,78.94257,81.19569,390.4119,49.85823
1.009999,S,1.009999,0.714495,-0.574678,0.2847942,-0.1050921,1561.284,54.34971,35.20511,-13.27292,59.82439,69.88274,1.753854,872.275536024833,853.1465,181.6746,816.799029691732,803.3335,124.9197,79.00718,81.1612,398.4453,51.09834
1.019999,S,1.019999,0.7222242,-0.4895413,0.2845269,-0.09198242,1562.167,54.27914,35.92704,-11.86422,59.81176,69.88274,1.756056,873.480091750476,854.7111,180.1011,825.530931611427,811.8806,126.7207,79.07665,81.12868,406.5641,52.35654
1.029999,S,1.029999,0.7299652,-0.4021242,0.2842904,-0.07835647,1563.051,54.20853,36.6604,-10.31958,59.79913,69.88274,1.758258,874.68053567598,856.3011,178.3661,834.275390932561,820.4436,128.5044,79.15009,81.09821,414.7685,53.63267
1.039999,S,1.039999,0.7377177,-0.3134049,0.2840917,-0.06436503,1563.935,54.13789,37.40636,-8.653792,59.7865,69.88274,1.76046,875.877633390835,857.9117,176.4912,843.032320870606,829.0227,130.2693,79.22659,81.06979,423.0587,54.92654
1.049999,S,1.049999,0.7454821,-0.2243702,0.2839362,-0.05016476,1564.819,54.0672,38.16592,-6.884021,59.77387,69.88274,1.762663,877.0723619771,859.538,174.5003,851.801697990362,837.6181,132.0143,79.30516,81.04347,431.4349,56.23796
1.059999,S,1.059999,0.753258,-0.1360231,0.2838272,-0.03591369,1565.703,53.99648,38.93991,-5.029328,59.76125,69.88274,1.764865,878.265357241176,861.1746,172.4191,860.583446424872,846.2299,133.7385,79.38483,81.01923,439.8972,57.56672
1.069999,S,1.069999,0.7610457,-0.04934523,0.283766,-0.0217725,1566.587,53.92571,39.72889,-3.110893,59.74862,69.88274,1.767067,879.457330264664,862.816,170.2755,869.377446593221,854.8581,135.4413,79.46457,80.99706,448.4458,58.91262
1.079999,S,1.079999,0.7688447,0.03467105,0.2837518,-0.007898424,1567.472,53.85491,40.53318,-1.151241,59.73598,69.88274,1.769269,880.649141084144,864.457,168.0982,878.183614367188,863.5027,137.1223,79.5434,80.9769,457.0808,60.27544
1.089999,S,1.089999,0.7766553,0.1150882,0.2837818,0.005549587,1568.357,53.78407,41.35278,0.8250102,59.72335,69.88274,1.771472,881.841453375038,866.0922,165.9176,887.001844545628,872.1636,138.7815,79.62029,80.95871,465.8025,61.65496
1.099999,S,1.099999,0.7844772,0.1909849,0.2838515,0.01842137,1569.242,53.71319,42.18742,2.79266,59.71072,69.88274,1.773674,883.034643969193,867.7162,163.7644,895.832171442051,880.8408,140.4191,79.69429,80.94241,474.6109,63.05096
1.109999,S,1.109999,0.7923105,0.2615202,0.2839547,0.0305694,1570.032,53.64227,43.03652,4.725043,59.69809,69.88274,1.775876,884.172602755395,869.2682,161.6601,904.673914416512,889.5335,142.0357,79.76445,80.92791,483.5062,64.46324
