Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
19.78036,S,19.78036,0.6970591,0.01709971,0.3031551,0.002727752,0,40.38145,12.78136,0.1148748,56.56086,69.88274,2.322909,-42.0215047002106,-41.91734,-2.956935,719.17092068263,683.5348,200.7952,71.90467,73.62933,25059.4,5170.935
19.79036,S,19.79036,0.6966835,0.01712766,0.3031419,0.00273127,0,40.38145,12.76309,0.1148636,56.56086,69.88274,2.322909,-42.0069972790546,-41.903,-2.95405,718.763520546393,683.1158,200.7657,71.89655,73.62209,25066.23,5172.943
19.80036,S,19.80036,0.6963083,0.01715499,0.3031286,0.002735738,0,40.38145,12.74485,0.1148921,56.56086,69.88274,2.322909,-41.9925124216782,-41.88868,-2.951201,718.356230001729,682.6969,200.7362,71.88843,73.61486,25073.05,5174.95
19.81036,S,19.81036,0.6959329,0.01718208,0.3031153,0.002740108,0,40.38145,12.72663,0.1149161,56.56086,69.88274,2.322909,-41.9780475951455,-41.87438,-2.948352,717.949044310226,682.2781,200.7067,71.88029,73.60762,25079.88,5176.958
19.82036,S,19.82036,0.6955577,0.01720668,0.303102,0.002744438,0,40.38145,12.70844,0.1149382,56.56086,69.88274,2.322909,-41.963592824389,-41.86009,-2.945503,717.542068008186,681.8595,200.6772,71.87215,73.60038,25086.7,5178.964
19.83036,S,19.83036,0.6951827,0.01723915,0.3030887,0.002748372,0,40.38145,12.69027,0.1149434,56.56086,69.88274,2.322909,-41.9491672886882,-41.84583,-2.942643,717.135229847421,681.441,200.6478,71.864,73.59313,25093.51,5180.971
19.84036,S,19.84036,0.6948078,0.01727104,0.3030754,0.002753563,0,40.38145,12.67213,0.1150009,56.56086,69.88274,2.322909,-41.934755105107,-41.83158,-2.93983,716.72850134017,681.0226,200.6184,71.85584,73.58587,25100.32,5182.978
19.85036,S,19.85036,0.6944329,0.01729516,0.3030621,0.002758661,0,40.38145,12.65401,0.115054,56.56086,69.88274,2.322909,-41.9203627400658,-41.81735,-2.937014,716.321982269907,680.6044,200.589,71.84767,73.57861,25107.13,5184.983
19.86036,S,19.86036,0.6940582,0.01732451,0.3030488,0.002762517,0,40.38145,12.63591,0.1150551,56.56086,69.88274,2.322909,-41.9059979290921,-41.80315,-2.934163,715.915596672716,680.1863,200.5597,71.8395,73.57132,25113.93,5186.989
19.87036,S,19.87036,0.6936837,0.01735293,0.3030355,0.002767207,0,40.38145,12.61784,0.1150907,56.56086,69.88274,2.322909,-41.8916452744764,-41.78896,-2.931342,715.509420546875,679.7684,200.5304,71.83131,73.56404,25120.73,5188.995
19.88036,S,19.88036,0.6933093,0.01738079,0.3030221,0.002771751,0,40.38145,12.59979,0.1151199,56.56086,69.88274,2.322909,-41.8773024647568,-41.77478,-2.928518,715.103354132074,679.3506,200.5011,71.82313,73.55676,25127.52,5191
19.89036,S,19.89036,0.6929349,0.01740658,0.3030088,0.002776206,0,40.38145,12.58177,0.1151451,56.56086,69.88274,2.322909,-41.8629997066936,-41.76064,-2.925695,714.697492435795,678.933,200.4718,71.81493,73.54946,25134.31,5193.005
19.90036,S,19.90036,0.6925607,0.01743879,0.3029955,0.002780329,0,40.38145,12.56378,0.1151562,56.56086,69.88274,2.322909,-41.8487164208521,-41.74652,-2.922864,714.291769076221,678.5155,200.4426,71.80672,73.54215,25141.09,5195.009
19.91036,S,19.91036,0.6921867,0.0174701,0.3029822,0.002785478,0,40.38145,12.54581,0.1152095,56.56086,69.88274,2.322909,-41.8344357983336,-41.7324,-2.92007,713.886255236156,678.0982,200.4134,71.79852,73.53484,25147.88,5197.014
19.92036,S,19.92036,0.6918128,0.01749972,0.3029688,0.002790484,0,40.38145,12.52786,0.1152565,56.56086,69.88274,2.322909,-41.8201749954078,-41.7183,-2.917273,713.480846392212,677.681,200.3842,71.7903,73.52753,25154.65,5199.018
19.93036,S,19.93036,0.6914389,0.01753014,0.3029555,0.00279522,0,40.38145,12.50995,0.115292,56.56086,69.88274,2.322909,-41.8059538246341,-41.70424,-2.914471,713.075675726258,677.264,200.3551,71.78207,73.5202,25161.43,5201.021
19.94036,S,19.94036,0.6910654,0.01756159,0.3029421,0.002800083,0,40.38145,12.49205,0.1153324,56.56086,69.88274,2.322909,-41.7917332203556,-41.69018,-2.911676,712.670519895287,676.847,200.326,71.77383,73.51286,25168.19,5203.025
19.95036,S,19.95036,0.6906916,0.017591,0.3029288,0.002805109,0,40.38145,12.47418,0.1153792,56.56086,69.88274,2.322909,-41.7775432481926,-41.67615,-2.90889,712.26556886225,676.4302,200.2969,71.76559,73.50552,25174.96,5205.028
19.96036,S,19.96036,0.6903182,0.01761991,0.3029154,0.002809811,0,40.38145,12.45633,0.1154123,56.56086,69.88274,2.322909,-41.7633627032825,-41.66213,-2.906095,711.860727661056,676.0135,200.2678,71.75734,73.49817,25181.72,5207.031
19.97036,S,19.97036,0.6899448,0.01765379,0.302902,0.002814433,0,40.38145,12.43851,0.1154418,56.56086,69.88274,2.322909,-41.749202258169,-41.64813,-2.903301,711.456119962426,675.597,200.2388,71.74908,73.49081,25188.47,5209.033
19.98036,S,19.98036,0.6895716,0.01768411,0.3028887,0.002819849,0,40.38145,12.42071,0.1155036,56.56086,69.88274,2.322909,-41.73506385894,-41.63415,-2.900536,711.051717090536,675.1807,200.2098,71.74081,73.48345,25195.22,5211.036
19.99036,S,19.99036,0.6891985,0.01771667,0.3028753,0.002824697,0,40.38145,12.40294,0.1155417,56.56086,69.88274,2.322909,-41.7209543524597,-41.6202,-2.897755,710.647428880304,674.7645,200.1808,71.73254,73.47608,25201.97,5213.038
20.00036,S,20.00036,0.6888255,0.01775048,0.302862,0.002829901,0,40.38145,12.38519,0.115594,56.56086,69.88274,2.322909,-41.7068459652923,-41.60625,-2.894989,710.243279297356,674.3484,200.1519,71.72426,73.4687,25208.72,5215.039
20.01036,S,20.01036,0.6884527,0.01778075,0.3028486,0.002835306,0,40.38145,12.36746,0.1156541,56.56086,69.88274,2.322909,-41.692768137727,-41.59233,-2.892231,709.839334583364,673.9325,200.123,71.71597,73.46131,25215.46,5217.041
20.02036,S,20.02036,0.68808,0.01781057,0.3028352,0.002840145,0,40.38145,12.34977,0.1156907,56.56086,69.88274,2.322909,-41.6787093679445,-41.57843,-2.889459,709.435499799547,673.5167,200.0941,71.70767,73.45392,25222.19,5219.042
20.03036,S,20.03036,0.6877074,0.01783994,0.3028218,0.002844912,0,40.38145,12.33209,0.1157242,56.56086,69.88274,2.322909,-41.6646707665526,-41.56455,-2.886689,709.031869890225,673.1011,200.0652,71.69936,73.44652,25228.92,5221.042
20.04036,S,20.04036,0.6873349,0.01787863,0.3028084,0.002849609,0,40.38145,12.31444,0.1157544,56.56086,69.88274,2.322909,-41.650652125829,-41.55069,-2.883918,708.628288583391,672.6855,200.0364,71.69106,73.43911,25235.65,5223.043
20.05036,S,20.05036,0.6869625,0.01790734,0.302795,0.002855792,0,40.38145,12.29681,0.1158446,56.56086,69.88274,2.322909,-41.6366369540014,-41.53683,-2.881196,708.224907395271,672.2701,200.0076,71.68272,73.43169,25242.37,5225.043
20.06036,S,20.06036,0.6865902,0.0179337,0.3027816,0.002860382,0,40.38145,12.27921,0.1158698,56.56086,69.88274,2.322909,-41.6226585793277,-41.52301,-2.878428,707.821735922048,671.8549,199.9788,71.67439,73.42427,25249.09,5227.043
20.07036,S,20.07036,0.6862181,0.01796002,0.3027682,0.002864597,0,40.38145,12.26163,0.1158795,56.56086,69.88274,2.322909,-41.6087096583576,-41.50922,-2.875652,707.418669645668,671.4398,199.95,71.66605,73.41684,25255.8,5229.042
20.08036,S,20.08036,0.685846,0.01799571,0.3027548,0.002868806,0,40.38145,12.24407,0.1158887,56.56086,69.88274,2.322909,-41.5947708618611,-41.49544,-2.872877,707.015747022856,671.0248,199.9213,71.65771,73.4094,25262.52,5231.042
20.09036,S,20.09036,0.6854742,0.01802789,0.3027414,0.002874511,0,40.38145,12.22654,0.115958,56.56086,69.88274,2.322909,-41.5808355959654,-41.48166,-2.870152,706.61302935544,670.61,199.8926,71.64935,73.40195,25269.22,5233.041
20.10036,S,20.10036,0.6851024,0.01805403,0.302728,0.002879655,0,40.38145,12.20904,0.1160044,56.56086,69.88274,2.322909,-41.5669294369394,-41.46791,-2.867414,706.21042655203,670.1953,199.8639,71.64098,73.3945,25275.92,5235.04
20.11036,S,20.11036,0.6847307,0.0180841,0.3027146,0.002883835,0,40.38145,12.19156,0.1160115,56.56086,69.88274,2.322909,-41.5530513526986,-41.45419,-2.864648,705.808052777664,669.7808,199.8353,71.63261,73.38704,25282.62,5237.039
20.12037,S,20.12037,0.6843593,0.01811654,0.3027011,0.002888642,0,40.38145,12.1741,0.1160436,56.56086,69.88274,2.322909,-41.5391848395658,-41.44048,-2.861904,705.405793911943,669.3664,199.8067,71.62423,73.37957,25289.31,5239.037
20.13037,S,20.13037,0.6839879,0.01814862,0.3026877,0.002893827,0,40.38145,12.15666,0.1160906,56.56086,69.88274,2.322909,-41.5253393891576,-41.42679,-2.859175,705.003645156359,668.9521,199.7781,71.61584,73.37209,25296,5241.035
20.14037,S,20.14037,0.6836165,0.01817603,0.3026743,0.002898956,0,40.38145,12.13925,0.1161349,56.56086,69.88274,2.322909,-41.5115040601507,-41.41311,-2.856447,704.601696585607,668.538,199.7495,71.60745,73.36461,25302.69,5243.032
20.15037,S,20.15037,0.6832454,0.01820607,0.3026608,0.002903339,0,40.38145,12.12186,0.116149,56.56086,69.88274,2.322909,-41.4976972923415,-41.39946,-2.853698,704.199891884572,668.124,199.721,71.59904,73.35712,25309.37,5245.03
20.16037,S,20.16037,0.6828743,0.01823852,0.3026474,0.002908141,0,40.38145,12.1045,0.1161796,56.56086,69.88274,2.322909,-41.483911723969,-41.38583,-2.850966,703.798202169818,667.7101,199.6925,71.59063,73.34962,25316.05,5247.027
20.17037,S,20.17037,0.6825033,0.01826632,0.3026339,0.002913329,0,40.38145,12.08716,0.1162253,56.56086,69.88274,2.322909,-41.470137170663,-41.37221,-2.848248,703.396712676606,667.2964,199.664,71.58221,73.34212,25322.72,5249.023
20.18037,S,20.18037,0.6821325,0.01829379,0.3026205,0.002917774,0,40.38145,12.06985,0.116241,56.56086,69.88274,2.322909,-41.4563913185352,-41.35862,-2.845511,702.995333361369,666.8828,199.6355,71.57378,73.3346,25329.39,5251.02
20.19037,S,20.19037,0.6817618,0.01832081,0.302607,0.002922167,0,40.38145,12.05255,0.1162544,56.56086,69.88274,2.322909,-41.4426555894072,-41.34504,-2.842775,702.594192903366,666.4694,199.6071,71.56534,73.32708,25336.05,5253.016
20.20037,S,20.20037,0.6813912,0.01834909,0.3025936,0.002926487,0,40.38145,12.03529,0.1162646,56.56086,69.88274,2.322909,-41.4289498677147,-41.33149,-2.840039,702.193162668413,666.0561,199.5787,71.55688,73.31956,25342.71,5255.012
20.21037,S,20.21037,0.6810207,0.01837589,0.3025801,0.002931008,0,40.38145,12.01804,0.1162825,56.56086,69.88274,2.322909,-41.4152548173719,-41.31795,-2.837312,701.792237834695,665.6429,199.5503,71.54843,73.31201,25349.37,5257.008
20.22037,S,20.22037,0.6806504,0.01840041,0.3025666,0.002935293,0,40.38145,12.00082,0.1162908,56.56086,69.88274,2.322909,-41.401579592325,-41.30443,-2.834582,701.391522924857,665.2299,199.5219,71.53997,73.30447,25356.02,5259.003
20.23037,S,20.23037,0.6802801,0.01843451,0.3025531,0.002939215,0,40.38145,11.98362,0.1162845,56.56086,69.88274,2.322909,-41.3879237826875,-41.29093,-2.831843,700.990952134252,664.817,199.4936,71.5315,73.29692,25362.67,5260.998
20.24037,S,20.24037,0.67991,0.01846191,0.3025396,0.002944667,0,40.38145,11.96645,0.1163383,56.56086,69.88274,2.322909,-41.37428137927,-41.27744,-2.829153,700.590486796053,664.4042,199.4653,71.52302,73.28936,25369.32,5262.993
20.25037,S,20.25037,0.67954,0.01848745,0.3025261,0.002949047,0,40.38145,11.94929,0.1163495,56.56086,69.88274,2.322909,-41.3606569539749,-41.26397,-2.826433,700.190131758865,663.9915,199.437,71.51453,73.2818,25375.96,5264.987
20.26037,S,20.26037,0.67917,0.01852103,0.3025127,0.002953132,0,40.38145,11.93216,0.1163488,56.56086,69.88274,2.322909,-41.3470620583293,-41.25053,-2.823706,699.790015774396,663.579,199.4088,71.50603,73.27422,25382.59,5266.981
20.27037,S,20.27037,0.6788003,0.01855277,0.3024992,0.0029585,0,40.38145,11.91506,0.1163984,56.56086,69.88274,2.322909,-41.3334803574611,-41.2371,-2.821025,699.390010136442,663.1666,199.3806,71.49753,73.26662,25389.22,5268.976
20.28037,S,20.28037,0.6784306,0.01858427,0.3024857,0.002963575,0,40.38145,11.89798,0.1164361,56.56086,69.88274,2.322909,-41.3199181391372,-41.22369,-2.818336,698.990209673424,662.7544,199.3524,71.48901,73.25904,25395.85,5270.969
20.29037,S,20.29037,0.6780611,0.01860871,0.3024555,0.002968616,0,40.38145,11.88027,0.1164721,56.56086,69.88274,2.322909,-41.3058568434322,-41.20979,-2.815496,698.590519572342,662.3423,199.3242,71.48049,73.25144,25402.47,5272.962
20.30037,S,20.30037,0.6776916,0.01864003,0.3024428,0.002972523,0,40.38145,11.86327,0.1164634,56.56086,69.88274,2.322909,-41.2923631203002,-41.19645,-2.812785,698.190968966487,661.9303,199.2961,71.47196,73.24384,25409.09,5274.956
20.31037,S,20.31037,0.6773222,0.01867074,0.3024302,0.002977532,0,40.38145,11.84629,0.1164975,56.56086,69.88274,2.322909,-41.2788719260132,-41.18311,-2.81011,697.791628430827,661.5185,199.268,71.46342,73.23622,25415.71,5276.948
20.32037,S,20.32037,0.6769531,0.01870005,0.3024176,0.002982441,0,40.38145,11.82934,0.1165274,56.56086,69.88274,2.322909,-41.2654107373139,-41.1698,-2.807435,697.392393457535,661.1068,199.2399,71.45488,73.2286,25422.32,5278.941
20.33037,S,20.33037,0.6765839,0.01872905,0.302405,0.002987126,0,40.38145,11.81241,0.1165484,56.56086,69.88274,2.322909,-41.2519693057148,-41.15651,-2.804756,696.99339772458,660.6953,199.2119,71.44632,73.22097,25428.93,5280.933
20.34037,S,20.34037,0.6762152,0.01875945,0.3023923,0.002991762,0,40.38145,11.79551,0.116567,56.56086,69.88274,2.322909,-41.238547971718,-41.14324,-2.802078,696.594512453362,660.2839,199.1839,71.43775,73.21333,25435.53,5282.925
20.35037,S,20.35037,0.6758463,0.01878807,0.3023797,0.002996624,0,40.38145,11.77862,0.1165942,56.56086,69.88274,2.322909,-41.2251374375795,-41.12998,-2.799411,696.19573765647,659.8726,199.1559,71.42918,73.20568,25442.13,5284.917
20.36037,S,20.36037,0.6754776,0.01881812,0.302367,0.0030012,0,40.38145,11.76176,0.1166099,56.56086,69.88274,2.322909,-41.2117463896071,-41.11674,-2.796736,695.797073346512,659.4614,199.1279,71.4206,73.19803,25448.72,5286.908
20.37037,S,20.37037,0.6751089,0.0188479,0.3023543,0.003006003,0,40.38145,11.74492,0.1166342,56.56086,69.88274,2.322909,-41.1983760498328,-41.10352,-2.794071,695.398648389757,659.0504,199.1,71.41201,73.19036,25455.31,5288.899
20.38037,S,20.38037,0.6747404,0.01887633,0.3023416,0.003010765,0,40.38145,11.72811,0.1166566,56.56086,69.88274,2.322909,-41.1850159657779,-41.09031,-2.791409,695.000329095246,658.6395,199.0721,71.40341,73.18269,25461.9,5290.89
20.39037,S,20.39037,0.674372,0.0189042,0.3023288,0.003015311,0,40.38145,11.71131,0.1166703,56.56086,69.88274,2.322909,-41.1716855494096,-41.07713,-2.788742,694.602219978574,658.2288,199.0442,71.39481,73.17502,25468.48,5292.881
20.40037,S,20.40037,0.6740038,0.01893233,0.3023161,0.003019766,0,40.38145,11.69455,0.1166803,56.56086,69.88274,2.322909,-41.1583651860375,-41.06396,-2.786075,694.204216535537,657.8182,199.0163,71.38619,73.16734,25475.06,5294.871
20.41037,S,20.41037,0.6736357,0.01896708,0.3023033,0.003024264,0,40.38145,11.6778,0.1166917,56.56086,69.88274,2.322909,-41.1450751006016,-41.05082,-2.783412,693.806357791323,657.4077,198.9885,71.37757,73.15964,25481.63,5296.861
20.42037,S,20.42037,0.6732677,0.01899648,0.3022906,0.003029819,0,40.38145,11.66107,0.1167435,56.56086,69.88274,2.322909,-41.1317873897487,-41.03768,-2.780783,693.408609647588,656.9973,198.9607,71.36894,73.15193,25488.21,5298.851
20.43037,S,20.43037,0.6728997,0.01902535,0.3022778,0.00303452,0,40.38145,11.64437,0.1167619,56.56086,69.88274,2.322909,-41.1185181523698,-41.02456,-2.778131,693.01107174296,656.5871,198.9329,71.3603,73.14423,25494.77,5300.84
20.44037,S,20.44037,0.6725318,0.01906008,0.302265,0.003039135,0,40.38145,11.62769,0.116777,56.56086,69.88274,2.322909,-41.1052690121595,-41.01146,-2.77548,692.613668878783,656.177,198.9052,71.35165,73.13651,25501.33,5302.83
20.45037,S,20.45037,0.6721641,0.01909592,0.3022522,0.003044689,0,40.38145,11.61103,0.1168277,56.56086,69.88274,2.322909,-41.0920419261234,-40.99838,-2.772859,692.216381556194,655.767,198.8775,71.343,73.12878,25507.89,5304.818
20.46037,S,20.46037,0.6717966,0.01912364,0.3022394,0.003050417,0,40.38145,11.59439,0.1168847,56.56086,69.88274,2.322909,-41.0788154526213,-40.9853,-2.770246,691.819294747496,655.3572,198.8498,71.33434,73.12105,25514.45,5306.807
20.47037,S,20.47037,0.6714292,0.01915409,0.3022266,0.003054849,0,40.38145,11.57777,0.1168917,56.56086,69.88274,2.322909,-41.0656265343902,-40.97226,-2.767597,691.42222877609,654.9474,198.8221,71.32566,73.11331,25520.99,5308.795
20.48037,S,20.48037,0.6710618,0.01918285,0.3022137,0.003059718,0,40.38145,11.56118,0.1169152,56.56086,69.88274,2.322909,-41.0524587241604,-40.95924,-2.764964,691.02536822292,654.5378,198.7944,71.31698,73.10556,25527.54,5310.784
20.49037,S,20.49037,0.6706945,0.01921873,0.3022009,0.003064316,0,40.38145,11.54461,0.116928,56.56086,69.88274,2.322909,-41.0392905173734,-40.94622,-2.762324,690.628647740877,654.1283,198.7668,71.30829,73.0978,25534.08,5312.771
20.50037,S,20.50037,0.6703273,0.0192461,0.302188,0.003070053,0,40.38145,11.52806,0.1169839,56.56086,69.88274,2.322909,-41.0261449639755,-40.93322,-2.759723,690.23213270978,653.719,198.7392,71.29958,73.09004,25540.62,5314.759
20.51037,S,20.51037,0.6699603,0.01927342,0.3021751,0.00307443,0,40.38145,11.51153,0.1169877,56.56086,69.88274,2.322909,-41.0130267258736,-40.92025,-2.757082,689.83572842278,653.3098,198.7116,71.29088,73.08227,25547.15,5316.746
20.52037,S,20.52037,0.6695934,0.01930748,0.3021623,0.003078799,0,40.38145,11.49503,0.116991,56.56086,69.88274,2.322909,-40.9999287871092,-40.9073,-2.754445,689.439563903806,652.9008,198.6841,71.28217,73.07448,25553.68,5318.733
20.53037,S,20.53037,0.6692266,0.01934313,0.3021493,0.003084243,0,40.38145,11.47855,0.1170348,56.56086,69.88274,2.322909,-40.9868332738594,-40.89435,-2.751843,689.043510175969,652.4919,198.6566,71.27344,73.0667,25560.21,5320.72
20.54037,S,20.54037,0.66886,0.0193703,0.3021364,0.003089942,0,40.38145,11.46209,0.1170879,56.56086,69.88274,2.322909,-40.9737583250597,-40.88142,-2.749249,688.647567252291,652.0831,198.6291,71.2647,73.05889,25566.73,5322.706
20.55037,S,20.55037,0.6684934,0.01939952,0.3021235,0.003094287,0,40.38145,11.44565,0.1170893,56.56086,69.88274,2.322909,-40.9607109669932,-40.86852,-2.746619,688.251730237649,651.6744,198.6016,71.25596,73.05109,25573.24,5324.692
20.56038,S,20.56038,0.6681269,0.01943672,0.3021105,0.003098959,0,40.38145,11.42924,0.1171029,56.56086,69.88274,2.322909,-40.9476744661391,-40.85563,-2.744001,687.856043331883,651.2658,198.5742,71.24722,73.04327,25579.76,5326.678
20.57038,S,20.57038,0.6677605,0.01947109,0.3020976,0.003104906,0,40.38145,11.41284,0.1171644,56.56086,69.88274,2.322909,-40.9346406517717,-40.84274,-2.741422,687.460557063491,650.8574,198.5468,71.23846,73.03545,25586.26,5328.664
20.58038,S,20.58038,0.6673943,0.01950028,0.3020846,0.0031104,0,40.38145,11.39647,0.1172083,56.56086,69.88274,2.322909,-40.921646283713,-40.82989,-2.738835,687.065181668285,650.4491,198.5194,71.22968,73.02763,25592.77,5330.649
20.59038,S,20.59038,0.6670282,0.01952741,0.3020716,0.003115068,0,40.38145,11.38012,0.1172208,56.56086,69.88274,2.322909,-40.9086602934908,-40.81705,-2.736223,686.670016742138,650.041,198.492,71.22091,73.01979,25599.27,5332.634
20.60038,S,20.60038,0.6666623,0.01956345,0.3020586,0.003119406,0,40.38145,11.3638,0.1172207,56.56086,69.88274,2.322909,-40.895694065798,-40.80423,-2.733607,686.274992225544,649.633,198.4647,71.21213,73.01194,25605.76,5334.619
20.61038,S,20.61038,0.6662963,0.01959831,0.3020456,0.003125167,0,40.38145,11.34749,0.1172737,56.56086,69.88274,2.322909,-40.8827407633778,-40.79142,-2.731034,685.880073721322,649.2251,198.4374,71.20334,73.00409,25612.26,5336.604
20.62038,S,20.62038,0.6659306,0.0196276,0.3020326,0.003130742,0,40.38145,11.3312,0.1173193,56.56086,69.88274,2.322909,-40.8698072209516,-40.77863,-2.728457,685.485271083427,648.8173,198.4101,71.19453,72.99622,25618.74,5338.588
20.63038,S,20.63038,0.6655649,0.0196553,0.3020195,0.003135425,0,40.38145,11.31494,0.1173312,56.56086,69.88274,2.322909,-40.8568923050626,-40.76586,-2.725859,685.090674051656,648.4097,198.3828,71.18572,72.98836,25625.23,5340.572
20.64038,S,20.64038,0.6651993,0.01969316,0.3020065,0.003139854,0,40.38145,11.2987,0.1173333,56.56086,69.88274,2.322909,-40.8439970187435,-40.75311,-2.723255,684.696222480656,648.0022,198.3556,71.1769,72.98048,25631.71,5342.556
20.65038,S,20.65038,0.6648339,0.01972307,0.3019934,0.003145908,0,40.38145,11.28248,0.1173958,56.56086,69.88274,2.322909,-40.8311150500069,-40.74037,-2.7207,684.301876987347,647.5948,198.3284,71.16807,72.9726,25638.19,5344.539
20.66038,S,20.66038,0.6644686,0.01975305,0.3019803,0.003150689,0,40.38145,11.26628,0.1174105,56.56086,69.88274,2.322909,-40.8182507770066,-40.72765,-2.71811,683.907642510976,647.1875,198.3012,71.15923,72.9647,25644.66,5346.522
20.67038,S,20.67038,0.6641033,0.01978599,0.3019673,0.003155483,0,40.38145,11.25011,0.1174254,56.56086,69.88274,2.322909,-40.8054068663471,-40.71495,-2.715525,683.513523999748,646.7803,198.274,71.15039,72.95679,25651.13,5348.505
20.68038,S,20.68038,0.6637382,0.01982464,0.3019542,0.00316075,0,40.38145,11.23395,0.1174575,56.56086,69.88274,2.322909,-40.792573938325,-40.70226,-2.712954,683.11954615931,646.3732,198.2469,71.14153,72.94888,25657.59,5350.487
20.69038,S,20.69038,0.6633731,0.01985657,0.301941,0.003166928,0,40.38145,11.21781,0.1175231,56.56086,69.88274,2.322909,-40.7797531212218,-40.68958,-2.710414,682.725774023016,645.9663,198.2198,71.13267,72.94096,25664.05,5352.47
20.70038,S,20.70038,0.6630081,0.01988862,0.3019279,0.003172034,0,40.38145,11.2017,0.1175486,56.56086,69.88274,2.322909,-40.7669503374331,-40.67692,-2.707844,682.332112978452,645.5595,198.1927,71.12379,72.93304,25670.5,5354.452
20.71038,S,20.71038,0.6626433,0.01991914,0.3019148,0.003177159,0,40.38145,11.18561,0.1175745,56.56086,69.88274,2.322909,-40.7541778258547,-40.66429,-2.705278,681.938657644754,645.1529,198.1656,71.11492,72.9251,25676.96,5356.434
20.72038,S,20.72038,0.6622787,0.01995707,0.3019016,0.003182039,0,40.38145,11.16954,0.117591,56.56086,69.88274,2.322909,-40.741414966976,-40.65167,-2.702706,681.545343096144,644.7464,198.1386,71.10603,72.91715,25683.4,5358.415
20.73038,S,20.73038,0.6619141,0.01998953,0.3018884,0.003188103,0,40.38145,11.15349,0.117651,56.56086,69.88274,2.322909,-40.7286647450359,-40.63906,-2.700173,681.15214464484,644.34,198.1116,71.09713,72.9092,25689.85,5360.396
20.74038,S,20.74038,0.6615496,0.02002093,0.3018753,0.003193293,0,40.38145,11.13747,0.1176783,56.56086,69.88274,2.322909,-40.7159429373047,-40.62648,-2.697616,680.759147000452,643.9338,198.0846,71.08823,72.90125,25696.29,5362.377
20.75038,S,20.75038,0.6611853,0.02005537,0.301862,0.003198313,0,40.38145,11.12146,0.117699,56.56086,69.88274,2.322909,-40.7032309814741,-40.61391,-2.695056,680.366170889291,643.5276,198.0576,71.07932,72.89327,25702.72,5364.358
20.76038,S,20.76038,0.660821,0.02008878,0.3018488,0.003203819,0,40.38145,11.10548,0.1177373,56.56086,69.88274,2.322909,-40.6905302676519,-40.60135,-2.692514,679.97343028322,643.1216,198.0307,71.07039,72.8853,25709.15,5366.338
20.77038,S,20.77038,0.6604568,0.02012238,0.3018356,0.003209161,0,40.38145,11.08952,0.1177693,56.56086,69.88274,2.322909,-40.6778494492642,-40.58881,-2.68997,679.580800901694,642.7157,198.0038,71.06145,72.87731,25715.58,5368.318
20.78038,S,20.78038,0.6600928,0.02015783,0.3018224,0.003214532,0,40.38145,11.07357,0.1178019,56.56086,69.88274,2.322909,-40.6651887250561,-40.57629,-2.687427,679.188282758315,642.3099,197.9769,71.05251,72.86932,25722,5370.298
20.79038,S,20.79038,0.6597289,0.02019349,0.3018091,0.003220201,0,40.38145,11.05765,0.1178451,56.56086,69.88274,2.322909,-40.6525488216288,-40.56379,-2.684896,678.79587586671,641.9042,197.95,71.04356,72.86131,25728.42,5372.278
20.80038,S,20.80038,0.659365,0.0202277,0.3017958,0.003225902,0,40.38145,11.04175,0.1178892,56.56086,69.88274,2.322909,-40.6399091872943,-40.55129,-2.682368,678.403709549637,641.4987,197.9232,71.0346,72.8533,25734.84,5374.257
20.81038,S,20.81038,0.6590013,0.02026259,0.3017826,0.003231372,0,40.38145,11.02587,0.1179244,56.56086,69.88274,2.322909,-40.6272993606389,-40.53882,-2.679837,678.011649566739,641.0933,197.8964,71.02563,72.84528,25741.25,5376.236
20.82038,S,20.82038,0.6586377,0.0203006,0.3017693,0.00323695,0,40.38145,11.01001,0.1179632,56.56086,69.88274,2.322909,-40.614709891462,-40.52637,-2.677311,677.6197058623,640.688,197.8696,71.01666,72.83726,25747.65,5378.215
20.83038,S,20.83038,0.6582741,0.02033202,0.301756,0.003243028,0,40.38145,10.99418,0.1180199,56.56086,69.88274,2.322909,-40.6021215474758,-40.51392,-2.674801,677.227873485891,640.2828,197.8428,71.00767,72.82923,25754.06,5380.194
20.84038,S,20.84038,0.6579107,0.02037102,0.3017426,0.003248052,0,40.38145,10.97836,0.1180378,56.56086,69.88274,2.322909,-40.589561364853,-40.5015,-2.672263,676.836182290686,639.8777,197.8161,70.99867,72.82117,25760.46,5382.172
20.85038,S,20.85038,0.6575474,0.02040859,0.3017293,0.003254286,0,40.38145,10.96256,0.1180994,56.56086,69.88274,2.322909,-40.5770137989946,-40.48909,-2.669764,676.444697012718,639.4728,197.7894,70.98967,72.81313,25766.85,5384.15
20.86038,S,20.86038,0.6571842,0.02043959,0.3017159,0.003260293,0,40.38145,10.94679,0.1181524,56.56086,69.88274,2.322909,-40.5644859303998,-40.4767,-2.66726,676.053323121129,639.068,197.7627,70.98066,72.80506,25773.24,5386.128
