1.179999, 0, 0, 14.54118, 1.29094, 0, 7190.284, -544.5872, -1.610494, 0.01663505, 0.1455349, 114.5358, 1.702331, 1.470367, 12.03971
 
1.489999, -0.07208075, -0.2450246, 18.32703, 1.327805, 0.11487184700854660342272, 11766.3, -547.1659, -1.610494, 0.01663505, 0.1455349, 146.7848, 1.702331, 1.463436, 12.2194
 
1.499999, 0.006385311, -0.2457454, 18.45134, 1.32909, 0.09386577869433656846058, 11935.15, -547.2503, -1.610494, 0.01663505, 0.1455349, 147.8441, 1.702331, 1.463213, 12.2252
 
1.509999, 0.08511849, -0.2456815, 18.57565, 1.330238, 0.0730878938538466348011545153, 12105.34, -547.3349, -1.610494, 0.01663505, 0.1455349, 148.9045, 1.702331, 1.462989, 12.23099
 
1.519999, 0.1638393, -0.2448304, 18.70013, 1.331455, 0.0526002029590854857201585153, 12276.88, -547.4195, -1.610494, 0.01663505, 0.1455349, 149.966, 1.702331, 1.462766, 12.23679
 
1.529999, 0.2422464, -0.243192, 18.82467, 1.332604, 0.0324659215438661087574984847, 12449.77, -547.5042, -1.610494, 0.01663505, 0.1455349, 151.0285, 1.702331, 1.462542, 12.24259
 
1.539999, 0.3200468, -0.2407695, 18.94945, 1.333892, 0.012745202276582932923, 12624.01, -547.5889, -1.610494, 0.01663505, 0.1455349, 152.0922, 1.702331, 1.462319, 12.24838
 
1.549999, 0.3969259, -0.237569, 19.07421, 1.335043, -0.0065014389821321494569756, 12799.61, -547.6738, -1.610494, 0.01663505, 0.1455349, 153.1569, 1.702331, 1.462095, 12.25418
 
1.559999, 0.4725775, -0.2335998, 19.19921, 1.336331, -0.0252154914605932109665014847, 12976.54, -547.7587, -1.610494, 0.01663505, 0.1455349, 154.2225, 1.702331, 1.461872, 12.25998
 
1.569999, 0.5466837, -0.228874, 19.32419, 1.337484, -0.0433403825281831136941524847, 13154.83, -547.8438, -1.610494, 0.01663505, 0.1455349, 155.2893, 1.702331, 1.461648, 12.26577
 
1.579999, 0.618925, -0.2234072, 19.44927, 1.338636, -0.060819820735372203827322, 13334.46, -547.9288, -1.610494, 0.01663505, 0.1455349, 156.357, 1.702331, 1.461424, 12.27157
 
1.589999, 0.6889885, -0.2172179, 19.57459, 1.339928, -0.0776010929967104988666635153, 13515.45, -548.014, -1.610494, 0.01663505, 0.1455349, 157.4257, 1.702331, 1.461201, 12.27737
 
1.599999, 0.756555, -0.210328, 19.69987, 1.341082, -0.09363380429702410693686, 13697.78, -548.0992, -1.610494, 0.01663505, 0.1455349, 158.4954, 1.702331, 1.460977, 12.28316
 
1.609999, 0.8213092, -0.2027625, 19.82532, 1.342306, -0.10886846341749272002134, 13881.47, -548.1845, -1.610494, 0.01663505, 0.1455349, 159.5661, 1.702331, 1.460754, 12.28896
 
1.619999, 0.8829435, -0.1945494, 19.95087, 1.34353, -0.12326016506893953479109, 14066.5, -548.2699, -1.610494, 0.01663505, 0.1455349, 160.6376, 1.702331, 1.46053, 12.29475
 
1.629999, 0.9411578, -0.18572, 20.07652, 1.344755, -0.13676689945791186160509, 14252.88, -548.3554, -1.610494, 0.01663505, 0.1455349, 161.7102, 1.702331, 1.460307, 12.30055
 
1.639999, 0.9956555, -0.1763084, 20.20219, 1.345912, -0.14934908365153495504461, 14440.62, -548.441, -1.610494, 0.01663505, 0.1455349, 162.7837, 1.702331, 1.460083, 12.30635
 
1.649999, 1, -0.1663518, 20.3281, 1.347208, -0.16096998000174959050326, 14629.72, -548.5266, -1.610494, 0.01663505, 0.1455349, 163.8582, 1.702331, 1.459859, 12.31215
 
1.659999, 1, -0.1563518, 20.45397, 1.348366, -0.1716173705208193684000551532, 14820.17, -548.6123, -1.610494, 0.01663505, 0.1455349, 164.9336, 1.702331, 1.459636, 12.31794
 
1.669999, 1, -0.1463518, 20.57993, 1.349525, -0.1813013810752919685172551532, 15011.98, -548.6981, -1.610494, 0.01663505, 0.1455349, 166.0099, 1.702331, 1.459412, 12.32374
 
1.679999, 1, -0.1363518, 20.70612, 1.350823, -0.19003314174988692815019, 15205.14, -548.784, -1.610494, 0.01663505, 0.1455349, 167.0872, 1.702331, 1.459189, 12.32953
 
1.689999, 1, -0.1263518, 20.83226, 1.351983, -0.19782520527173321869731, 15399.66, -548.8699, -1.610494, 0.01663505, 0.1455349, 168.1654, 1.702331, 1.458965, 12.33533
 
